Ulasan,Sentimen,Deteksi_Bahasa
baguss tabnya harga gin worth it sih buat tunjang mobilitas kerja kalah ipad air,positif,id
sus pesan,positif,id
barang sampe sesuai pesan masa garansi jalan 1 bln,positif,id
barang fungsi normalseal segel utuh bekas buka walaupun entah repackbukan,positif,id
barang bagus respond cepat kirim rapi,positif,id
barang tuju selamat segel terima kasih,positif,id
kirim cepat barang sesuai gambar,positif,id
mantap toko kirim pakai instant aman packing aman barang original segel toko trusted sukses terus,positif,id
fungsi baik aman,positif,id
stepsnya error jadi total reset dailydibawa samsung service center digantibaru,negatif,id
nice barang produk aktivasi barang terima original 2x beli sini bagus,positif,id
recommended seller barang terima packaging aman rapih productnya original 100 baru cacat respond seller sangat baik,positif,id
bilang mau ganti alamat mau parah ni seller rekomendasi beli tiket kereta buat kos lama pokok bintang satu bicara,negatif,id
mantap pis darat selamat moga awet pakai nya jaya slalu buat seller toped,positif,id
barang sesuai deskripsi mesan respon jual kirim cepat garansi baru digital,positif,id
barang segel fungsi baik seller fast respon kirim luar pulau sangat cepat trima kasih seller pak kirir,positif,id
mantap barangnyaaa,positif,id
packing aman respon admin cepat baik kalau beli hp usah pakai gratis ongkir sampai lumayan lama pesan senin jumat,positif,id
mantap hp sampe barang segel rapih semua aman padahal pertama kali beli hp lewat online jadi ragu sekarang,positif,id
harga nya murah packing nya aman admin nya ramah fast respon terimakasih,positif,id
bagus harga sangat saing,positif,id
barang nyata cepet pesan hari jumat hari sabtu udh,positif,id
puji tuhan kurir sameday nya amanah kirim barang asli fungsi baik casing dri box packagingnya,positif,id
bagus banget kirim cepat adminnya ramah banget sukak,positif,id
barang bagus original seller gercep moga awet,positif,id
barang sesuai pesan cepat seller respon luar biasa thankyou seller,positif,id
mantap sesuai deskripsi lapak cukup anakanak pakai sekolah,positif,id
barang segel tiba lapis bubble wrap tebal,positif,id
barang oke moga awet,positif,id
alhamdulillah hp kirim cepat langsung guna moga awet harga sangat murah banding kan toko offline,positif,id
barang sesuai pesan coba bagus sesuai deskripsi,positif,id
mantap packing rapi aman barang sesuai,positif,id
langsung coba jalan baik ipadnya seller amanah driver grabnya tadi amanah sukses slalu digitec,positif,id
barang original pemgiriman aman guna buble warp jangan ragu beli hp sini,positif,id
cool spek lumayan tinggi hp samsung walaupun release date lama thanks,positif,id
kualitas bagus kirim cepat sayang respon jual cukup lama bingung pilih headphone so far cukup puas repurchase,positif,id
awal kecewa bilang ready nyata stok gudang karena sering difollowup akhir kirim walaupun sempat tunda lama,positif,id
packing sangat aman tebel banget bubble wrap nya sangat recomended beli sini,positif,id
barang mantap seller percaya mudah awet,positif,id
barang tudak lengkap mohonpb nya segera kirim soalesaya ambil full bonus pb ny,negatif,id
bintang bicara,positif,id
barang terima packaging nya bagus betul tebal nya bantal bubble warp nya,positif,id
layan kurang responsif kirim lama,positif,id
packing aman selamat proses instalasi cukup mudah kualitas suara mantap puooollllll,positif,id
always lamgganan 5 bintang bicara,positif,id
mantap respon cepat,positif,id
baguss bett hadiah buat emak minus kirim doang pake jne yes malah tembus 4 hari anjay,positif,id
barang bagus original sesusai spesifikasi,positif,id
produk segel isi komplit pesan pake kurir instan jam 8 pagi kirain langsung kirim nyata nunggu toko buka jam 11 siang,positif,id
shopnya recommend baik lah makasih layan,positif,id
powerbank nya padahal kata jawab admin muas tele tele,positif,id
fungsi baik bagooss,positif,id
originalbarang cepat seeppp gercep,positif,id
fast respon chatnya barang original reccomended,positif,id
dah jangan ragu kalo mau orderpokoknya terbaikkkkk adminnya fast respon kirim cepet barang jamin original emas aman puolll pokok the best,positif,id
sellernya komunikatif banget kirim cepat sesuai estimasi barang lengkap fungsi baik thanks seller,positif,id
barang luncur aman cepat kondisi sesuai deskripsi sesuai harap admin nya merespon baik pokok rekomended ecommerce,positif,id
super puas beli sini recommended banget sellernya ramah ngebantu banget unit original sesuai,positif,id
barang bagus kualitas harga kompetitif coba semua fitur operasi baik moga seller tambah sukses,positif,id
layan ramah proses cepat pasti admin selalu online waktu pake lama langsung respon,positif,id
proses kirim aman barang sesuai deskripsi original bnib siap2 jadi langgan maaf lama baru review mau tes coba pakai beberapa bulan aman fungsi deh,positif,id
barang segel seller responsif informatif packing bagus kirim cepat aman,positif,id
barang oriseneng deh cm kirim lama,positif,id
barang mantap potong lumayan jadi makin murah mantap sekali toko,positif,id
kurang powerbank,positif,id
barang oricepat percaya,positif,id
paket dah darat aman paket segel unboxing trus testing bass mantap treble kurang imbang dapat noise cukup ganggu overall buat bass lover,positif,id
barang sesuai seller ramah gercep kirim cepat,positif,id
tabung sekian purnama akhir kebel jug xiaomi 14 sini paling murah potong harga diskon warna paling lengkap sini adminnya s,positif,id
ipad air datang aman percaya kualitas barang luar biasa sedap,positif,id
barang bagusaman,positif,id
barang selamat tuju walaupun penyok sedikit aman rusa,positif,id
bener bener percaya poko usah ragu asli kirim sampe 2 hari udah sampe barang original,positif,id
bener2 segel plastik garansi utuh unit fullsett mulus the best is servicenya seller juara excellent adminnya komunikatif cepet jawab semua pertany,positif,id
respon toko cepat barang resmi 100 transaksi instant langsung bawah 3 jam top pokok,positif,id
barang segel buat takut belanja online sini beneran aman admin sangat bantu check out hari langsung kirim hari after sales admi,positif,id
beli grey kirim silver waktu tanya cuman jawab info cuman ada silver kata maap dsbnya,negatif,id
barang original jual fast respond kirim cepat mantap,positif,id
kemas sangat rapih sesuai spek coba fungsi baik,positif,id
barang segel waktu garansi resmi,positif,id
awal parno kirim2 via gojek banyak kasus driver nakal sampe bela2in toko offlinenya langsung nyata beli langsung dapet diskon yaudah dima,positif,id
barang sesuai pesan kurang rusa kirim biasa respon cepat harga hemat barang darat selamat mantap,positif,id
barang tiba selamat aman lecet sedikit karna emas super oke banget,positif,id
proses handling pesan relatif cepat jual responsif barang pasti original,positif,id
after 1 week pakai semua fine admin sangat responsive sabar hhi thanks 5,positif,id
mantap produk asli kirim cepat admin sangat responsif luar biasa sih,positif,id
layan sangat cepat order instant sore langsung kirim terima kasih,positif,id
aman cepat barang original fungsi baik sukses trs,positif,id
kualitas barang mantap kurang tws memang kosong refund layan mantap maaf gambar hubung,positif,id
beli 2 unit 1 unit mati proses klaim susah garansi ganti barang baru,negatif,id
jual ramah fast respon barang benerbener sesuai kirim lumayan lama mungkin jarak kendala overall mantap,positif,id
barang original sesuai pesan ikut bundling lengkap,positif,id
barang bagus kirim cepat tepat,positif,id
original layan jual sangat baik,positif,id
hrsnya bonus pb pb nya kirim aman,positif,id
barang terima sesuai jadwal lengkap hp komplit barang sesuai deskripsi memang repack beli tgl 21 agustus 2024 garansi sd 9 agustus 2025 harga kompetitif biasa,positif,id
barang bagus fungsi baik anak maka aneh lebih murah imoo official moga garansi bener aamiin,positif,id
kirim cepat barang aman tuju,positif,id
barang segel fungsi baik barang original responnya baik bagus ketimbang kendala,positif,id
baik barang normal,positif,id
cepet fast respon barang sesuai,positif,id
barang mantap jual baik,positif,id
barang original seller ramah lumayan promo,positif,id
barang resmi segel jual ramah,positif,id
sesuai fungsi baik,positif,id
barang terima baik benar benar rekomendasi kirim cepat peking rapi aman mantap joob,positif,id
barang original bagus cakep sesuai punya cepet sampe nya,positif,id
packingnya aman boxnya segel barang original deteksi aplikasi samsung wearable langsung coba rasa nyaman suara bagus daya tahan baterainy,positif,id
barang segel waktu garansi resmi fungsi baikkualitas barang original top,positif,id
toko amanah barang segel wkt terima garansi resmi emas baik nyala normal smoga awet,positif,id
kirim cepat packing rapi aman kondisi baik,positif,id
barang segel fungsi baik top,positif,id
mantap barang sesuai terimakasih,positif,id
sesuai kirim gercep terimakasih,positif,id
barang sesuai deskripsi sellernya fast respon,positif,id
alhamdulillah pesan terima baik benar,positif,id
sangat baik original packing sangat sangat rapih,positif,id
packing aman rapih banget tebel bublenya jual amanah pas warna ydm langsung konfirmasi udah dua kali beli hp sini pernah ngecewain,positif,id
selalu puas belanja toko,positif,id
mantap original pasti sayang lm pengirimanya,positif,id
barang maaih segel kirim cepat kerja baik,positif,id
asli garansi indonesia mantap,positif,id
barang segel kondisi bagus packing super rapih moga awet hpna terima kasih terima kasih,positif,id
barang original respon reseler gercep request warna biru usahain dong padahal stok abis buat pesan next order,positif,id
barang fungsi baik kamera luar biasa,positif,id
barang mantap,positif,id
kirim cepat mantap,positif,id
barang original segel sesuai pesan kirim cepat,positif,id
hape darat selamat alhamdulillah,positif,id
keren kirim cepat free microsoft 365 langsung wa follow up aku adminnyaa keren sangat helpful gercep thank youuu,positif,id
barang packing hape original imei aman bakal jadi langgan tetap,positif,id
barang original harga miring kirim cepat seller fast response recommended banget belanja sini mantap,positif,id
barang segel original kirim satset moga awet,positif,id
barang bagus segel packing rapih aman lipat bubble wrap nya,positif,id
kualitas bagus original,positif,id
barang sesuai sen mantap,positif,id
layan top,positif,id
produk sesuai deskripsi bungkus rapi rusa semua fungsi baik respon jual cepat terima kasih,positif,id
barang kirim cepat sesuai pesan segel aman kartu garansi resmi original alias asli spesifikasi sesuai deskripsi bonu,positif,id
barang segel original warna nya batas penting aman alhamdulillah,positif,id
barang terima selamat terima kasih seller abang paket,positif,id
order 2 packing aman barang segel lengkap fungsi normal semua terimakasih,positif,id
mantap barang pes langsung antar rekomended seller,positif,id
barang segel baik kondisi barang baikproses kirim cepattq digitec match terima kasih tokopedia,positif,id
barang segel kirim teapat waktu lindung bubble plastic cukup tebal uji coba lancar,positif,id
fungsi baik thx,positif,id
beri bintang 2 request band warna orange kirim warna white padahal sudah ikut instruksi tulis note sengaja tulis warna orange,negatif,id
nyata keren banget hengpongnya,positif,id
barang bagus sesuai pesan coba fungsi baikmoga2 awet,positif,id
barang fungsi baik moga awet,positif,id
top barang segel sesuai kak kali beli sini,positif,id
hp midrange sangat bagus,positif,id
original segel barang krasa mewah pairing sama android 9 mesti update android dulu dapet dukung,positif,id
hampura kasih bintang 3 dulu kalau respon baik jual ganti bintang ganti ipadnya tiap rekam video kamera depan suara,positif,id
info req warna makesure nyata admin kurang bantu,negatif,id
barang segel kualitas original samsung bundling tws mantap terima kasih,positif,id
unit mati complain toko tolak setting awal freeze waktu pilih bahasa me restart sendiri setting selesai unit tiba2 mati status batere 90,negatif,id
barang nya datang bagus rusa apa,positif,id
respon cepat pesan sesuai skripsi mantap,positif,id
packing baik barang sesuai pesan deskripsi mantap nih seller,positif,id
kirim cepat warna nya sesuai fungsi baik,positif,id
kirim cepat seller responsif barang segel,positif,id
kirim cepat seller ramah packing nya safe banget,positif,id
beli flash sale diskon lumayan barang asli garansi resmi,positif,id
barang bagus harga barang sesuai moga pakai lancar lancar rejeki,positif,id
barang bagus original 100 persen segel,positif,id
original resmi percaya terima kasih,positif,id
komunikas pihak support toko baik lancar tolong kirim sangat cepat mengunakan packing aman hpnya sesuai pesan original brand new deh,positif,id
barang datang selamat,positif,id
test minggu aman biasa 5,positif,id
barang fungsi baik,positif,id
barang original segel siang order kirim sameday malemnya udh nyampe,positif,id
barang tiba tgl 16 agustus dlm batas waktu kirim kondisi barang tersefel original langsung aktif pakai makasih seller,positif,id
box penyok dkit ngaruh moga awet,positif,id
barang sesuai pesan tes moga awet,positif,id
keren kirim cepat bungkus rapi barang segel hp sih gokil harga sgni spec nanggung2 nyesel puas banget,positif,id
puas dong kirim kilat barang original,positif,id
jam nya bagus anak suka,positif,id
mantap bagus recomended kapan smart wach jangkau fitur lengkap,positif,id
barang pesan fungsi baik bagaimana mesti,positif,id
alhamdulillah paket udh sampaihpnya bagus sesuai diinginkanrespon jual baik skalikemasan packing barang baik skali abang kurir baik skali,positif,id
layan luar biasa safety emas barang hingga kirim barang laku lap meminimalisir resiko komunikasi seller baik,positif,id
barang segel garansi resmi admin nya ramah gercep malam malam chat jam 11 fast respon tanya tanya jawab sabar teri,positif,id
barang sesuai deskripsi barang asli jual responsif fast response harga banget promo toko,positif,id
pakai next day beneran besok ny datang dong syukur wrapping tebal jadi ndk kuatir spek sesuai thanks seller,positif,id
perlu diraguin beli produk sini jamin original garansi resmi produk sempurna mulus semua oke adminnya kooperatif thank you,positif,id
sangat baik beberapa tanya admin adminnya sangat ramah giat jawab beli asa se aman beli offline biasa,positif,id
pertama order online nominal rasa nyuuuuuttttt banget seller sangat teliti beri info perlu waspada barang sesuai ekspektasi,positif,id
pertama beli sini deg2an barang nyampe aman sesuai deskripsi packing rapi kurir teliti pastiin id terima,positif,id
packingnya mantap banget cuma beli 1 double wrap full kotak udh langgan banget beli toko soal kirim jamin aman bangeet,positif,id
barang bagus sesuai ekpetasi admin komunikasi bagus kirim aman bubble warp tebal mantap,positif,id
beli buruburu perlu cepat awal ragu takut tepat waktu nyata seller gercep kirim memang cepat prediksi tanggal 26,positif,id
produk terima kerja sangat baik seller ramah beri respon cepat definitely recommended dah beli sini,positif,id
hari hari mikir ragu order online baca review akhir hilang ragu nyata produk benar2 mantap original full segel garansi resmi,positif,id
barang nya bagus fungsi baik mantap jangan ragu belanja sini,positif,id
weh puas banget barang bagus kirim super cepat padahal pake id express tumben nih istri sukaaaa banget terima kasih,positif,id
mantap sesuai harap moga awet sampe kakek nenek,positif,id
barang bagus udh coba work barang selamat,positif,id
alhamdulillah baranhnya segel original samsung lecet sediikit terimakasih banyak kak,positif,id
packing rapi aman kirim cepat isi paket lengkap spek warna sesuai pesan moga awet,positif,id
proses cepat sesuai deskripsi,positif,id
barang bagus original suka belanja toko,positif,id
barang segel waktu original komunikasi lancar responsif recommend beli sini,positif,id
sorry warna minta sesuai bilang nya ada kirim beda jadi besok udh buat hadiah soal retur kosong warna navy sorry min soal,positif,id
bagus bagus ajaaa cuman kurir nya lelet ajaacapek x nunggu padahal next day,positif,id
alhamdulillah barang aman pertama kali beli hp lewat online kecewa,positif,id
mantap mantap banget barang original kirim super cepat recomend lah,positif,id
respon cepat kirim cepat barang sesuai pesan seller recommended,positif,id
kirim aman paket aman,positif,id
bagus jalan baik,positif,id
adm cpt responalhmdllh barang smpe cepat slamat konds brng msih segel sesuai deskripsi bable wrap nya tebel bngettpi sya coba aktifin cek hp nyasmga,positif,id
barang kirim sesuai waktu,positif,id
barang sesuai seller nya cepat respon,positif,id
barang bagus seller cepat,positif,id
barang cepat kirim mantap,positif,id
mantap siap kerja tab baru,positif,id
respon jual cepat kirim same day aman tuju kondisi baru garansi resmi moga awet,positif,id
barang sesuai mantap,positif,id
barang sesuai deskripsi top markotop,positif,id
barang segel original,positif,id
packing sangat aman toko amanah,positif,id
kirim cepat packaging rapi respon seller cepat barang original fungsi baik recommended,positif,id
sempet deg2an pas tekan power hp hdp trnyata hp nya bnr2 original musti ces dulu buat isi baterai nya bru bsa hdup overall top deh produk puas ama sellern,positif,id
mantap beli sesuai pesan tipe warna sesuai pesan pokok seller percaya,positif,id
seller fast response barang sesuai deskripsi harga saing mantap,positif,id
barang original moga awet pesan cepat,positif,id
sayang warna putih kosong overall oke,positif,id
super original segel aman mimin nya gercep kurir nya lama mungkin pas bareng promo 88 seluruh suka banget,positif,id
barang bagus respon toko cepat terimakasih,positif,id
produk original packing rapi kirim cepat seller amanah contoh hasil kamera malam hari,positif,id
barang aman kirim aman mantap terima kasih min,positif,id
original samsung segel sesuai warna pesan,positif,id
barang bagus,positif,id
fungsi baik lengkap oke,positif,id
barang bagus segel cakep mudah2an awet kedpnnya,positif,id
barang segel lengkap cakepp original garansi sein samsung inshaa allah mudah2an awet,positif,id
barang segelsampai amanmudah2an awet istri suka,positif,id
barang mulus sidik jari segel lengkap lengkap kurang kondisi benar baru bonus fancooler hydrogel harga segitu sang,positif,id
barang segel fungsi baik,positif,id
barang segel,positif,id
kirim cepat pokok muas packing mantap segel barang mantap mulus,positif,id
teimakasih admin barang tiba kondisi bagus,positif,id
barang selamat sayang hydrogel pasang padahal mes konfirmasi apa pasang langsung hydrogelnya dija,positif,id
pakai hampir 2 minggu gambar weenaak os nya smooth kek android 12 masalah google service aurora store microg masalah kelar,positif,id
barang sesuai pesan kirim cepat top,positif,id
mantap cepat proses kirim,positif,id
top barang segel,positif,id
harga produk 2digit tpi kasih kardus x kasih kardus cuma bubble 3lapis smpe rumah penyok kotak hpnya beli kardus murah aja kecil tebal,positif,id
baru bulan pakai pakai normal tiba tiba mati total komplain suruh samsung sevice center minta unit baru karna mas baru 1 bulan pemak,negatif,id
aman sempet panik si paket stuck 2 hari jakarta,positif,id
barang original fungsi baik respon seller cepat,positif,id
barang segel sesuai pesan,positif,id
harga paling saing harga promo barang mulus garansi resmi,positif,id
packing rapi mipad 6 pakai mau pakai bebas ongkir segera mau pakai cuma jne lambat kirim packet kirim tgl 12 agt jam 15 sore,positif,id
proses cepat instant mantap barang baru original terima kasih,positif,id
seller ramah barang dlm kondisi bagus kirim cepat puas beli hp dsni,positif,id
sesuai deskripsi segel,positif,id
pesan sesuai request barang aman keluh kirim aman,positif,id
selamat harga lebih murah lapak bonus m pen walaupun sesuai info awal mouse nya mantap lah,positif,id
barang bagus aman terima makaasi banyak,positif,id
cepat puas fungsi baik sesuai deskripsi,positif,id
overall bagus beli 6 ags tiba 11 ags e warranty aktif sejak 30 juli nampak semua baru pakai normal seller balas cepat harga lebih miring deh,positif,id
bismillah moga awet,positif,id
expect bakal dapet ungu soal kalo promo gabisa request warna sis jadi sedikirimmya seller aja aku sih ngikut aja mau kirim warna apa eeeeh ka,positif,id
packingnya super cepat aman banget bubble wrap super tebal 2 lapis pesan sore tanggal 8malemnya uda pickup kurir tanggal 12 adminnya baik deh,positif,id
nama barang tera judul sesuai barang beli jadi bingung jual responsif deh belanja sini,negatif,id
barang segel,positif,id
seller ramah responsif epak aman rapi smartphone fungsi sempurna moga handal awet,positif,id
barang bagus kirim lama,positif,id
dar informasi benar produk samsung seri a kepala charger a15 banyak toko kasih charger kalau a35 memang alas,positif,id
bintang bicara seller responsif barang 1000 original murah kualitas,positif,id
barang baru segel sellernya fast respon mantap job,positif,id
hp original baru segel kirim aman baik sesuai pesan tks,positif,id
alhamdulillah terima kasih,positif,id
sesuai terimakasih,positif,id
barang udah moga awet terimakasih seller,positif,id
masyaallah tabarakallah sampe hp buat suami,positif,id
alhamdulillah selamat seller ramah banget percaya beli gadget toko,positif,id
seller fast response barang sesuai segel rapi isi paket lengkap pakai bubble wrappedisolasi jadi td usah khawatir kalau kena air,positif,id
barang amanbagus ukur besar,positif,id
barang aman full segel fungsi sempurna lancar buat ngegame,positif,id
alhamdulillah barang sampe moga sesuai ekspektasi,positif,id
sempet ragu packingnya beranta untung barang aman seller gercep banget satset pokok order pagi siang barang udah masuk tempat pengi,positif,id
kualitas barang bagus seller sangat informatif cuma soal barang pas delivery insyallah percaya bakal repurchase buat next nya,positif,id
barang segel rapih walaupun repack untung kendala terimakasih min,positif,id
happy semua toko fast respond packing aman barang udah original y,positif,id
ragu pernah beli device kaya hp tab lewat online nyata aman mantap betul mantap betulll,positif,id
alhamdulillah tokopedia mmng percaya barang cepat original skli,positif,id
kirim cepat packing bagus semua recommended,positif,id
fast response jelas singkat padat isi kek lontong barang bagus lengkap sesuai rekomended seller request bubble warp tebel kabul tengk,positif,id
barang sesuai defect dus aja penyok dikit,positif,id
barang segel sellernya cepat responnya,positif,id
paket terima aman kualitas barang bagus,positif,id
barang original tepat waktu udah minggu lebih barang fungsi baik sellernya ramah responsif aman belanja sini,positif,id
baguss barang original terima kasih,positif,id
barang original bagus sesuai gambar,positif,id
barang segel cacat original mantap pokok,positif,id
barang okee kurang nya kirim super lama bukan salah toko salah tokopedia nya pilih expedisi gratis an,positif,id
produk original langsung dipake buat daily driverthanks,positif,id
barang original bungkus rapih,positif,id
mantap barang sesuai,positif,id
sangat puas,positif,id
sesuai barang datang sangat aman fungsi baik,positif,id
mantap unit darat kalimantan,positif,id
top cepet berfunsi moga awet gambar gambar,positif,id
barang sesuai expectasi,positif,id
barang mantap ekspedisi kurang,positif,id
barang aman label garansi resmi cakep hpnya seller informatif dlm hindar curi kirim pake ojol,positif,id
barang segel mantapsemoga awet,positif,id
segel original kirim cepat kalo salah udah 2 kali beli sini aman,positif,id
100 asli barang segel baik lengkap isi box tablet charger buku tunjuk garansi device ada baik cacat body tab,positif,id
top banget barang coba kirim,positif,id
hp nya benar2 baru kotak bungkus plastik,positif,id
mantap minus kirim lama 8hari baru sampe,positif,id
tablet bagus parah nyesel beli biarpun korupsi dana ada barang usaha worth it parah emng nunggu bulan pakai baru review jaga jaga,positif,id
kirim cepat barang bagus diskon mantap,positif,id
barang sesuai pesan cuma kirim lama penting sesuai ekspetasi barang,positif,id
barang bagus packing rapih kirim super cepat,positif,id
barang original packing rapi kirim cepat,positif,id
kualitas baik kirim cepat seller fast responerecommend,positif,id
tetep ngasih bintang 5 walaupun nerima barang soal kurir pensiun tokopedia transaksi,positif,id
xpedisinya kacau pesan biasa 2 hari sampaiini 2 minggu baru sampaiitu karna tlp pusat nya jkt baru cepat benar2 kacau,negatif,id
barang okay bagus sesuai pilih segel minta tolongpasangin hydrogel lama baru tiba butuh hari harus pilih kirim instant,positif,id
alhamdulillah barang sampe selamat cacatpacking tebel buble warp yaaman bbgd smoga awet hp harga lebih murah toko laendan kualitas,positif,id
respon oke barang akurat sesuai gambar mantap,positif,id
barang segel baik fast charger fungsi penuh progress kirim lambat,positif,id
honest review barang sampe selamat thanks to bapak gojek seller unboxing hpnya bagus cacat bubble wrapnya juara tebel banget nyala normal,positif,id
barang original cepat mantap,positif,id
barang segel hp work packaging tebel aman mantap job,positif,id
barang selamat kualitas jaga segel kartu garansi mantap,positif,id
naise banget produk respon cepat jangan ragu beli sini gayss,positif,id
moga awet barang bagus,positif,id
jual amanah barang sesuai deskripsi packing super tebal gel buka plastik buble nya,positif,id
barang segelbagus sesuai requesblm coba,positif,id
sesuai pesan box penyok dikit ngaruh mantap,positif,id
bagus sesuai harga multi tasking pakai beberapa hari layar asa pudar mata kes lembut sempat ngehang layar mungkin terlalu banya,positif,id
fast response tokonyaa barang original terima kasihh,positif,id
pertama x belanja hp online toko amanah hp kirim ada baik segel suka banget sama hp nya moga berkah toko nyaa,positif,id
packing aman tinggal tester kerja aja moga aman2 aja lancar dah hape,positif,id
prose super cepat terima kasih seller,positif,id
barang segel respon jual mantap,positif,id
jam bagus mudah guna cocok buat pantau anak2 kalo luar rumah lebih murah toko belah makasih,positif,id
admin responsif barang segel aman,positif,id
alhamdulillah selamat,positif,id
seller oke produk oke kirim oke harga palinh oke,positif,id
barang sesuai pesan segel aman luar biasa rekomended lah toko,positif,id
barang bagussesuai deskripsigaransi original,positif,id
barang mantap jamin original kirim ngebut,positif,id
barang sesuai kirim cukup aman cukup cepat nyala fungsi baik,positif,id
barang sesuai pesan,positif,id
produk sesuai pesan packing aman rapi kirim cukup lama,positif,id
seller cukup responsif komunikatif memang barang repack garansi elektronik nya beda 5 hari tanggal beli lengkap tetap lengkap,positif,id
barang bagus sesuai deskripsi moga awet yaa kirim tepat waktu sesuai jadwal packaging cukup aman,positif,id
barang original request warna biru kirim warna putih pedahal order chat di kasi note,positif,id
kok enteng barang original apa imitasi,positif,id
kacau seller official paling kacau pernah jumpa barang repack kirim over time sellernya brengsek tokopedia org macam gin jgn jadi,negatif,id
kalo beli mending tmbah packing kayu,negatif,id
pesan 2 barang samsung a20 m10 yng datang cuma m10,negatif,id
penyok parah begini kok official store,negatif,id
next dayyy4 hari nyampetidak puas layan seller,negatif,id
kemas kardus tengah hancur ringsek penyok dalam packingan pakai plastik kresek,negatif,id
kartu garansi tulis tgl 26 padahal beli tanggal 1 agustus lapak tulis lampir bukti beli kalau mau claim garansi nyata ny lampirin ditany,negatif,id
pesan packing box ekstra bubble wrap packing tambah buat lindung barang kirim packing standar cuma box hp bubble wrap sesuai s,negatif,id
barang sih bagus sesuai komitmen parah padahal toko official pesan instan jam 1300 ikut atur toko kirim langsung malah kirim h,negatif,id
seller packing asal2an kirim jauh cuma bubble gampang kempes 4 lapis padahal beri terang mohon dipacking kardus bekas penyok parah hasil untung klaim asur,negatif,id
jangan beli toko,negatif,id
kirim lama banget pas dichat bilang nyata stok kosong,negatif,id
maaf gan hp cuma sering restart ulang sendiri hpnya,negatif,id
produk masalah sikap seller kurang baik mslh kirim tuntas bayar tgl 19agt pukul 2209 harap esok hari barang,negatif,id
barang datang cacat bagi bawah foto nge handle buat tuker barang bnyk kendala nanganin claim ganti org jadi ad terupdate,negatif,id
jual kasar anggap maling malah ancam polisi not recomended beli masuk tagih jual masuk resi jadi bat,negatif,id
penyok segel rusakputustar disangkain konsumen ken,negatif,id
sesuai sepakat awal pake jne yes ken kirim hari ini kirim besok,negatif,id
barang segel plastik sobek hati hati beli toko paraaaah,negatif,id
layan toko kurang bagus kurang sopan kurang baik barang kirim sesuai judul barang,negatif,id
layan toko kurang bagus kurang sopan kurang baik barang kirim sesuai judul barang hati2 buat calon beli beli toko iklan judul lapak s,negatif,id
sangattttt kecewa no reccomend layan payah lot,negatif,id
kirim lama padahal minta kirim same day,negatif,id
barangsi cuma kirim aja lambat,negatif,id
baru 99 kemarin kok mati yaa deh cas lama nyala2 deh balik,negatif,id
barang palsu original cas pendek konektor masuk cas sangat kecewa jangan beli sini,negatif,id
kecewa sesuai layan mohon baik,negatif,id
product beli sesuai padahal udah info kalau productnya sesuai aja kirim sellernya tanya jawab sangat rugi,negatif,id
sen ipad sama packing kayu include packing kayu nyata,negatif,id
2 unit semua nya dua2 nya imei dus imei handset berbedatdk sama dus buka rusak plastik nya segel nya padahal jual maaf mema,negatif,id
bonus nya harus memory ganti pemberitahuan,negatif,id
sengaja mao konfirmasi order warna gren black readysampai tangan kirim kan warna hitam kan bangke,negatif,id
hati2 belanja toko sblmnya prnh order nfc kirim no nfc kali chat langsung order judul nfc pilih jadi langsung order tau,negatif,id
order jam 1121 pake gojek kirim nya sore percuma aja pake gojek hadeh kapok beli toko order bayar jam 1121 arti jelang siang ken,negatif,id
layar masalah komplain lama response kapok beli sini,negatif,id
barang lama packing ulang beli oktober garansi uda jalan may lihat packing uda bekas buka plastik lindung hp uda kotor,negatif,id
apa jual terlalu ribet ada varian lalu foto jelas ada bonus binding nmun apa2 informasi sampai sesuai,negatif,id
layan buruk buat mau beli toko mending pikir dl beli,negatif,id
barang sesuai deskripsi advan cpe komitmen narasi tokopedia advan cpe antena,negatif,id
barang nya udah dibaktivasi lama kata baru tau nya barang nya 19 agustus udah aktivasi padahal beli bulan september sayang toko nya besar gin,negatif,id
heran barang nya repack padahal seri m repacking nya jelek bener kurang rapih,negatif,id
buat mau beli toko jangan terlalu percaya sama janji seller jadi pihak seller janji kalau samsung care diaktfin september cek,negatif,id
sen via gojek instant barang kirim nya cepat malah kirim nya lama alas nya sesuai antri mau beli tiket bis sesuai antri hp biasa,negatif,id
kotak nya koyak 1 gara2 packing terlalu tipis,negatif,id
barang terima sesuai pes,negatif,id
proses cancelnya ribet kayak tempat hadehhhhh,negatif,id
parah kirim lama banget ngomong berbilit2,negatif,id
packing saking tipis jadi semua tunda udah tahu dus samsung saking tipis kasih bungkus tipis jadi penyok,negatif,id
brgy sangat jelek,negatif,id
layan admin sangat buruk janji2 minta faktur pajak susah sekali tar sok tar sok capeeee deh profesional sekali pdhl repeat tiap kal,negatif,id
lengkap charger dalam uda bekas bekas jatuh seller mau tanggung jawab,negatif,id
salah warna kirim sen kuning dateng hijau,negatif,id
order barang beri note minta faktur pajak bayar kurang 1 ppn 1 bulan beri faktur pajaknyasetiap tanya jawab,negatif,id
sekian kali nya barang kotak lecet penyok toko padahal packing bagus rapih tebal memang sengaja kirim kotak penyok lecet sobek parah toko,negatif,id
buka pasang beberapa kartu sinyal muncul kirim sangat lama terima kasih moga laria dagang nya,negatif,id
tokopedia nya bangke,negatif,id
barang harga 1juta beli 2 unit 2juta lebih tolong kasih kardus paling 2rb masa cuma bungkus wrap tipis memang asuransi ribet,negatif,id
