Ulasan,Rating
sempet ragu packingnya beranta untung barang aman seller gercep banget satset pokok order pagi siang barang udah masuk tempat pengi,5
kualitas barang bagus seller sangat informatif cuma soal barang juga pas delivery insyallah percaya bakal repurchase buat next nya,5
barang segel rapih walaupun repack untung ada kendala terimakasih min,5
happy semua toko fast respond packing aman barang udah original y,5
ragu tidak pernah beli device kaya hp tab lewat online nyata aman mantap betul mantap betulll,5
mantap kirim cepat moga awet hehehehehe,5
alhamdulillah tokopedia mmng percaya barang cepat dan original skli,5
kirim cepat packing bagus semua recommended,5
oke mantaappss,5
fast response jelas singkat padat isi kek lontong barang bagus lengkap sesuai rekomended seller request bubble warp tebel kabul tengk,5
barang sesuai defect dus aja penyok dikit,5
barang di segel sellernya cepat responnya,5
bagus aman,5
paket terima aman kualitas barang bagus,5
barang original sampai tepat waktu udah minggu lebih barang fungsi baik sellernya ramah responsif aman belanja sini,5
top markotop100 original nyesel beli sini,5
baguss barang original terima kasih,5
barang original bagus sesuai gambar,5
barang segel ada cacat original mantap pokok,5
barang okee kurang nya di kirim super lama bkn salah toko salah tokopedia nya pilih expedisi gratis an,5
produk original langsung dipake buat daily driverthanks,5
goodd banget astaaagaa bagus uyhhh whenehje bagusss,5
barang original bungkus rapih,5
mantap barang sesuai,5
sangat puas,5
sesuai barang datang sangat aman juga fungsi baik,5
mantap unit darat kalimantan,5
top cepet dan berfunsi moga awet gambar gambar,5
barang sesuai expectasi,5
barang mantap ekspedisi kurang,5
barang aman label garansi resmi cakep hpnya seller informatif dlm hindar curi kirim pake ojol,5
barang segel mantapsemoga awet,5
di segel original kirim cepat kalo salah udah 2 kali beli sini aman,5
100 asli barang segel baik lengkap isi box tablet charger buku tunjuk garansi device dalam ada baik ada cacat body tab,5
top banget barang sampai coba kirim,5
overall bagus respon kirim cepat kira bundle hydrogel case bening nyata anti gores biasa,4
hp nya benar2 baru kotak bungkus plastik,5
mantap minus kirim lama 8hari baru sampe,5
bagus banget,5
originalsegelspek gaharcocok buat gamersbuat foto,5
tablet bagus parah nyesel beli biarpun korupsi dana ada barang usaha worth it parah emng nunggu bulan pakai baru review jaga jaga,5
kirim cepat barang bagus diskon mantap,5
barang sesuai pesan cuma kirim lama yang penting sesuai ekspetasi barang,5
barang bagus packing rapih kirim super cepat,5
barang original packing rapi kirim cepat,5
kualitas baik kirim cepat seller fast responerecommend,5
tetep ngasih bintang 5 walaupun nerima barang soal kurir pensiun tokopedia transaksi,5
xpedisinya kacau pesan biasa 2 hari sampaiini 2 minggu baru sampaiitu karna tlp pusat nya jkt baru di cepat benar2 kacau,1
barang okay bagus sesuai pilih segel minta tolongpasangin hydrogel saja lama baru tiba butuh hari harus pilih kirim instant,5
alhamdulillah barang sampe selamat ada cacatpacking juga tebel buble warp yaaman bbgd smoga awet hp harga juga lebih murah toko laendan kualitas,5
respon oke barang akurat sesuai gambar mantap,5
barang segel baik fast charger fungsi penuh progress kirim lambat,5
honest review barang sampe selamat thanks to bapak gojek seller unboxing hpnya bagus ada cacat bubble wrapnya juara tebel banget nyala normal,5
barang original cepat mantap,5
barang segel hp work packaging tebel aman good job,5
barang dengan selamat kualitas jaga masih segel kartu garansi mantap,5
naise banget produk respon cepat jangan ragu beli sini gayss,5
moga awet barang bagus,5
jual amanah barang sesuai deskripsi packing super tebal gel buka plastik buble nya,5
mantap macbooknya gercep sellernya moga awet,5
barang segelbagus sesuai requesblm di coba,5
sesuai pesan box penyok dikit ngaruh mantap,5
bagus sesuai harga bisa multi tasking saya pakai beberapa hari layar asa pudar mata kes lembut sempat ngehang layar mungkin sangat banya,5
fast response tokonyaa barang original terima kasihh,5
pertama x belanja hp online toko amanah hp kirim ada baik segel suka banget sama hp nya moga berkah toko nyaa,5
packing aman tinggal tester kerja aja moga aman2 aja lancar dah hape,5
prose super cepat terima kasih seller,5
barang segel respon jual mantap,5
jam bagus mudah guna cocok buat pantau anak2 kalo di luar rumah lebih murah toko belah makasih,5
admin responsif barang segel aman sampai,5
alhamdulillah sampai selamat,5
packing aman banget,5
seller oke produk oke kirim oke harga palinh oke,5
barang sesuai pesan segel aman luar biasa rekomended lah toko,5
mantap toko recomended,5
barang bagussesuai deskripsigaransi original,5
barang mantap jamin original kirim ngebut,5
barang sesuai kirim cukup aman cukup cepat nyala fungsi baik,5
barang sesuai pesan,5
produk sesuai pesan packing aman rapi kirim cukup lama,5
packing rapih kirim cepat recommended seller,5
seller cukup responsif komunikatif memang barang repack garansi elektronik nya beda 5 hari tanggal beli lengkap tetap lengkap,5
barang bagus sesuai deskripsi moga awet yaa kirim tepat waktu sesuai jadwal packaging cukup aman,4
barang original request warna biru kirim warna putih pedahal order chat dan di kasi note,4
kok enteng barang original apa imitasi,5
kacau seller official paling kacau pernah jumpa barang repack kirim over time sellernya brengsek tolong tokopedia org macam gin jgn jadi,1
barang kata bnib nyata repack kecewa berat,1
kalo beli mending tmbah packing kayu,1
pesan 2 barang samsung a20 m10 yng datang cuma m10,1
penyok parah begini kok official store,1
kecewa nipu bohong bulshit,1
next dayyy4 hari nyampetidak puas layan seller,1
kemas kardus tengah hancur ringsek penyok dalam packingan pakai plastik kresek,1
kecewa recomended seller,1
kartu garansi tulis tgl 26 padahal beli tanggal 1 agustus lapak tulis lampir bukti beli kalau mau claim garansi nyata ny di lampirin ditany,1
pesan packing box ekstra bubble wrap packing tambah buat lindung barang kirim packing standar cuma box hp bubble wrap sesuai s,1
barang sih bagus sesuai komitmen yang parah padahal toko official pesan instan jam 1300 ikut atur toko bisa kirim langsung malah kirim h,1
seller packing asal2an kirim jauh cuma bubble gampang kempes 4 lapis padahal beri terang mohon dipacking kardus bekas penyok parah hasil untung klaim asur,1
jangan beli toko,1
kirim lama banget pas dichat bilang nyata stok kosong,1
maaf gan hp sampai cuma sering restart ulang sendiri hpnya,1
produk masalah sikap seller kurang baik mslh kirim tuntas bayar tgl 19agt pukul 2209 harap esok hari barang,1
barang datang cacat bagi bawah di foto nge handle buat tuker barang bnyk kendala nanganin claim ganti org jadi ad yang terupdate,1
jual kasar anggap maling malah ancam polisi not recomended beli masuk tagih karena jual masuk resi jadi bat,1
penyok segel rusakputustar disangkain konsumen ken,1
sesuai sepakat awal pake jne yes ken kirim hari juga ini kirim besok,1
barang segel plastik sobek hati hati beli toko paraaaah,1
layan toko kurang bagus kurang sopan kurang baik barang kirim sesuai judul barang,1
layan toko kurang bagus kurang sopan kurang baik barang kirim sesuai judul barang hati2 buat calon beli beli toko iklan judul lapak s,1
sangattttt kecewa no reccomend layan payah lot,1
kirim lama padahal minta kirim same day,1
barangsi cuma kirim aja lambat,1
baru 99 kemarin kok mati yaa d cas lama nyala2 bisa d balik,1
barang palsu original cas pendek konektor masuk cas sangat kecewa jangan beli sini,1
kecewa tidak sesuai layan mohon baik,1
product beli sesuai padahal udah info kalau productnya ada sesuai aja di kirim sellernya tanya itu jawab sangat rugi,1
sen ipad sama packing kayu tidak include packing kayu nyata,1
kecewa banget recom,1
2 unit semua nya dua2 nya imei dus imei handset berbedatdk sama dus buka rusak plastik nya segel nya padahal di jual maaf mema,1
bonus nya harus memory ganti pemberitahuan,1
barang nyampe,1
sengaja mao konfirmasi order warna gren black readysampai tangan kirim kan warna hitam kan bangke,1
bubble 10k sama kresek ada beda tetap penyok,1
hati2 belanja toko sblmnya prnh order nfc kirim no nfc kali tidak chat langsung order judul nfc tidak pilih jadi langsung order tau,1
order jam 1121 pake gojek kirim nya sore percuma aja pake gojek hadeh kapok beli toko itu order bayar jam 1121 arti jelang siang ken,1
layar masalah komplain lama response kapok beli sini,1
barang lama packing ulang beli oktober garansi uda jalan may lihat packing uda bekas buka plastik lindung hp uda kotor,1
apa jual sangat ribet ada varian lalu foto jelas ada bonus binding nmun apa2 informasi sampai tidak sesuai,1
layan buruk buat mau beli toko mending pikir dl beli,1
kirim nya enak nya sendiri sesuai,1
barang sesuai deskripsi advan cpe komitmen narasi tokopedia advan cpe antena,1
barang nya udah dibaktivasi lama kata baru tau nya barang nya 19 agustus udah aktivasi padahal beli bulan september sayang toko nya besar ke gin,1
ada nota beli kemas packing aman,1
heran barang nya di repack padahal seri m repacking nya jelek bener kurang rapih,1
buat mau beli toko jangan sangat percaya sama janji seller jadi pihak seller janji kalau samsung care diaktfin september telah cek,1
sen via gojek instant barang kirim nya cepat malah kirim nya lama alas nya sesuai antri mau beli tiket bis sesuai antri hp biasa,1
kotak nya koyak 1 gara2 packing sangat tipis,1
barang terima sesuai yang pes,1
proses cancelnya ribet kayak tempat hadehhhhh,1
parah kirim lama banget ngomong berbilit2,1
packing saking tipis jadi semua tunda udah tahu dus samsung saking tipis kasih bungkus tipis jadi penyok,1
brgy sangat jelek,1
layan admin sangat buruk janji2 minta faktur pajak susah sekali tar sok tar sok capeeee d profesional sekali pdhl repeat tiap kal,1
lengkap charger di dalam uda bekas ada bekas jatuh seller mau tanggung jawab,1
salah warna kirim sen kuning dateng hijau,1
order barang beri note minta faktur pajak bayar kurang 1 ppn sampai 1 bulan beri faktur pajaknyasetiap tanya jawab,1
sekian kali nya barang kotak lecet penyok toko padahal packing bagus rapih tebal memang sengaja kirim kotak penyok lecet sobek parah toko,1
dosbook nya rusak banyak sobek,1
buka pasang beberapa kartu sinyal muncul kirim sangat lama trmksh moga laria dagang nya,1
tokopedia nya bangke,1
barang harga 1juta beli 2 unit 2juta lebih tolong kasih kardus paling 2rb masa cuma bungkus wrap tipis memang asuransi ya ribet,1
pesan warna hitam datengnya biru buat kado bos sangat kecewa,1
hp mati minggu,1
wrap polos plastik sobek sticker bekas silet lengkap lah smua busuk busuk,1
sesuai iklan nyaa hanya tunjuk aja baca nya ada katanyabisa dengerin doa surat2 pendek nyata ad kecewa harga mahal gaj sesuai,1
penyok parah depan belakang tolong peking buat layak,1
sticker cutter plastik bekas buka cuma di lakban plastik polos,1
wrapingnya parah rapi sama sekali,1
bagus pandu sholat nyabnya sampai rukuk otomasi nya lebih nya manual,1
hatihatiofficial store recommendbarang beli sama kirim sengaja beda mungkin beli barang klo tidak ada konfirmasi via chat seller,1
kecewa bicara awal udah tanya kalau repack nggak bilang repack buka packingan nyata di wrapping ulang alias bungkus bawa,1
percuma pesan kotak tambah tidak kasih lah gue rugi 10k cookk,1
kecewa layan,1
minta warna gold kasih hitam pas mau dikembaliin malah ndak percaya pdhl ngaku kalo memang salah gudang untung beli mau nrima walaupun kecewa kelia,1
beli bubble dus packing nya dus alam bubble luar dus dalam ngepres barang alhasil peyok sobek2 karuan bubble dalam dus dil,1
ingkar janji waktu kirim,1
kirim,1
pesan packing kayu kirim packing kayu alhasil dus sedikit penyok pojok kanan atas harus info kalau packing kayu kosong tidak ready tetep,1
type antar nyata sangat beda den tawar komplain memang harga murah mesti jual tidak guna trik macam in,1
cuma bunyi belah,1
untuk produk ada komplen buruk servis seller omong bisa pegang mending cari seller dahh,1
kalo beli hp tanya dulu saya pesan bungkus tidak di dus dobel macam mubazir,1
barang segel kartu garansi isi sejak tgl 30 juli dipake hari rusak kecewa banget seller hubung bisa mohon tunggu aja ada solusi,1
biasa barang demosecond klaim baru minta bukti kalau emang hari buka bisa lebih berhati2 kalau belanja sini beda official store belah lle,1
susah komplain barang kaca film hologennya ada kapok beli sini respon mau baik jual,1
penyok dus yaklo plastik diwrap ulang gppparah bget dus penyok,1
hati hati barang repack jadi barang second direpack ulang,1
beberapa tombol fungsi,1
belanja tau tau dicancel sama jual korfirmasi parahhhh,1
ngapain nunggu batas waktu batal otomatis mau abis baru kirim tuh barang puas banget,1
complain response seller lama bangat,1
komplain diam blg bantu proses tidak selesai,1
barang oke customer serviceny muas satu tanya bru jawab minggu kemudian juga di tanya tiap hari kalo blg teksini udh off kalo,1
order paket bundling lengkap matepas mouse keyboard sampai matepad keyboard mouse aju komplain belum ada selesai,1
layan sangat lambat hp segel udah buka pokok rekomend,1
mau nanya aja lama sekali bales chatnya pokok rekomend segel udh d buka kecewa,1
barang tidak sesuai estimasi harap kembali ongkir,1
baru pakai bulan muncul titik putih bisa hilang makin lama tambah banyak pas mau beli ni seller fast response eh pas mau klaim garansi cuek bebek cuma suruh nun,1
kirim dana kembali,1
box hpnya penyok semua packing bubblenya tebal,1
ati ati barang repack 2 bulan lalu mending cari lain,1
barang kirim sesuai pesan order pasti lalu chat warna hitam sedia beli sudah pilih varian hitam da,1
barang diterimaentah hilang,1
barang sesuai d poto,1
suara mantap garansi jamin gampang rakit kualitas adu desain elegan bahan kokoh jual ramah banget proses pesan cepat packaging aman,1
barang penyokpeking rapih,1
barang penyok parah baget seller nya,1
dus penyok,1
packingnya rapihp penyok,1
sensor sujud jalan,1
hp penyok packing bubble tipis banget mau modal,1
buble tipis barang penyok semua,1
barang delay,1
jual serta notadi minta nota belit belit not recomend,1
repack ulang nya sangat rapihhh kirim telat,1
barang ready kirim 3 hari waras bener ni toko sen pke instant padahal buat apa sen mahal2 instant ujung2ny ky pke expedisi 3 hari,1
sayang nya lupa unboxing saking percaya oficial store pas buka box nya bagi belakang hp debu sperti noda tipex kering bgian hp sperti lecet h,1
bungkus aman bungkus bable tipis banget akhir hp penyok,1
sengaja buble tipis beli 4 penyok semua,1
tetep aja packing buble tipis dos penyok 3bj,1
balas chat lamakirim lama,1
toko parah bet minta hitam kirm putih buta warna kali orangorang kerja toko mungkin lebih parah buta warna hitam putih sangat k,1
bilang langsung pakai instandah pilih instan kirim besok kecewa banget,1
hati hati beli sini nama toko sama kartu garansi di buka segel beli tanggal 25 agustus tanggal garansi tanggal 9 agustus seller jujur,1
produk repack pemberitahuan dichat minta jelas kirim barang repack alasanny mau qc sesuai deskripsi padahal deskripsi ada tert,1
tidak tahu barang second baru beli tanggal 20an juli langsung konfirmasi seller sedia buka segel oke in karna it,1
proses sangat lamban,1
kirim sangat lamban not recomend,1
order tanggal 1 5hr baru proses official buruk tokopedia mac promo layan sangat parah kirim super lama barang jual ti,1
buka plastik segel,1
buka plastik sobek,1
beli bundle anti gores anti gores nya saya terima hape tidak mslh cape nunggu konfirmasi hari tpks beli anti gores lapak belah har,1
beli pake express janji hari kirim besok,1
kirim lambat,1
beli hp baru bukan second deskripsi buka segel aktivasi garansi bukan tulis kartu garansi sudah tulis kartu garansi asal2an bukan data lagi na,1
skripsi baru segel buka mengecewakn,1
2 kali belanja toko sangat kecewa barang segera kirim berharihari suka bohong sellernya parah layan,1
kirim lama sekali layan kurang,1
minta nota uda hampir 2 minggu di respon boro2 kirim fisik email aja minta doank dikirin kaga,1
kirim barang repackingparah,1
unit tiba kondisi segel void ada repack sudah teraktivasi tanya malah no respon padahal pas order fast respon sekali parah,1
order biru 4 kirim silver 4 semua penyok dus bubble tipis,1
mesan nya hari selasa pagi kirim nya hari rabu padahal pake bebas ongkir mungkin kira pake bebas ongkir kali,1
proses kirim lama,1
barang suda buka ad segel dus penyok psen warna ap datang beda amsiong,1
no wraping kg isi tulis,1
kg tulis didiskirpsi ada terang komplain malah nyala beli,1
kecewa berat kirim hp rekondisi bukan garansi resmi segel putus wrap polos original sein minta retur toped jawab nya ngaco akan jadi,1
packing jelek kg tulis tulis jelek parah tagl aktivasi bbrp hari lalu not recomend official store,1
dus penyok plastik nya dpacking lganti gores ad layar ada,1
lengkaptidak sesuai pembicaran jual,1
komplain kait no imei dus di atur dengan batas akhir selesai gada kabar gatau mau tau aaaha padahal udah lebih 1 x 24 jam,1
4bj packing aja pakai buble tipis akhir dos hp penyok,1
dus penyok dus sobek plastik bukan plastik packing samsung bearti dipacking ulang syukur segel yah barang,1
sesuai harap belanja sini,1
sensor sujud sangat buruk,1
jual kecewa barang kunjung kirim aju batal baru kirim sangat recomended,1
masuk pikir beli baru rasa 2nd layar plastik jadi noda baret tipis kg tulis 15blnan saya beli dus penyok dikit sorry gan bukan masa,1
packing kelas official buble tipis akhirny tau kok gin kaya bekas ngedrift,1
baru 2 minggu layar hp mati jual kurang respon maaf bintang ganti 5 jadi 1 toko tidak rekomendad,1
kg coret ti,1
seller bohong seller ramah seller salah admin rekan bukan saling intropeksi diri sama pegawai,1
tanya barang repack apa bukan jawab bukan pas datang nyata barang repack segel samsung ny double ud buka dulu trus tempel segel samsung palsu chat,1
barang repack bukan segel original,1
barang tidak masalah aman untuk order lanjut banyak d cancel alas stok abis padahal udh d chat co kalau barang ready,1
segel void hp di aktivasi serasa beli hp second harga baru,1
nyata kirim 332 padahal beli 464 info anak krna memang belikan tanpa saya cek langsung kasi pakai baru sadar,1
packing pakar babel aja tipis udah minta aman kok tetap aja,1
segel buka lecet bagi bawah bukan garansi sein,1
pesan hitam kirim putih konfirmasi,1
barang dengan cpt terimakasih bos cuma realme budsnya kok kirim,1
bulan dah rusak,1
penyok kirim balik,1
lama nyampenya,1
pesan hari jumat baru d kirim selasa pdahal butuh cepat oke masalah tadi nya mau ttp kasih bintang 5 nyata pas unboxing plastik hp nya udah a,1
barang segel mungkin buka segel ambil kartu garansi tidak di berrsin wraping ulang kasar buka nya,1
ingkar janji perihal kirim,1
toko tidak di percayakita udh byr biaya packinga kayu nya buat hpdi krm hp cm pake buble jadi rugi lahgak tanggung jawab,1
lama komplain nya,1
layan buruk lama belanja official store niat ken cepet pakai instant courier proses lama akibat barang baru sampe besok,1
sejak awal chat minta abu2 kirim biru dikomplen bilang salah pihak gudang ngabarin kalo stock abu2 habis tetep kirim biru sampe sini paham,1
official abal abal cukup yang rasa skripsi alas jual repack aktifasi garansi beli tgl 06012022pas chek barang bekas pakai waktu pakai tg,1
repackkkk master nyata official jamin jujur padahal deskripsi jamin 100 asli produk harga lebih mahal atas rata2 aduhhhhh,1
proses sangat lama minta warna via chat di confirm kirim warna beda,1
jangan pernah beli toko saya beli sini batreenya ganggu minta kembali barang saja alesannya chat di balas via wa diskusi re,1
gambar kasih tulis bonus skripsi di suruh milih bonusklo bonus y mau lengkapharga jga naik nama y bkan bonus klo bonus gratis,1
kecewa layan admin toko konsisten jedah 1 menit barang kirim bon padahal tidak minta bon saya reseller pertama bilang toko,1
foto bonus micro sd datang perintilan yang harap tidak sesuai,1
barang bagus banget seller salah kirim case waterproof nya kirim malah gopro 7 tanya chat respon baik info sedang di check,1
barang dateng kondisi normal cuman kecewa aja bayar lebih supaya bonus 4 nyata bonus beri tanpa konfirmasi padahal se,1
akan beli sini barang sesuai deskripsi,1
dapat bonus padahal deskripsi varian bonus,1
kirim lama nyata barang ready cek kurir 2x gagal ambil paket official store rasa toko baru respon jual sebodoamat lot,1
bilang barang baru segel plastik bungkus kardua buka ada sedikit baret2 tempered glass bawaanya sudah main,1
respon kurang layan jelek,1
no rekomendasi,1
hpnya sih bagus ada masalah proses kirim kecewa,1
sangat kecewa kapok beli sini not recommended,1
order hitam malah kirim merah jelas terang minta hitam semua punya hitam tidak usa kirim dicancel aja,1
ada bonus memory nya gambar tera bonus memory dikirimnua ada memorynya kirim lama oder 23 datang 28desember,1
akan kasih bintang 5 dana kembali seller kirim case go pro salah harus kirim go pro 8 malah go pro 7 padahal layan udh bagus,1
packing aman barang penyok smua mau retur sudah males,1
toko tipu kapok beli dsini order 10 gb kirim 8gb sesuai sama iklan waspada,1
mengecewakankarna barang kirim kurang,1
tanya stok respons cepat kilat nyata barang masalah jangan harap respons barang saya terima ada bisa dicharge tidak bi,1
bukan original kecewa,1
pesan warna grey datang warna blue,1
barang repack beli unit repack semuagak amanah klu belanja dsni klu u jual pikir biar nasib sama saya,1
parah nih sellerbarang baru kirim 2 hari order lebih parah handphone dipacking 2 helai buble barang jadi penyok penyok,1
ada minggu rusak mana sevice centernya jauh adminnya bisa bantu claim garansi,1
packing asal2an dengan buble tipis dus penyot parah,1
parah parah sering beli hp toko lainabis klaim garansi dos wrap plastik lagitapi tidak e duhhh nyesel beli toko iniuda proses lamaga kan d,1
repack abal repack profesional,1
kirim sangat lama jual ramah judesss kapok toko sini,1
klo bundle jangan post blok balikin 60rb aja berat untung bukan ratus ribu hati2 aja klo beli toko klo masalah lepas saja bakal ada,1
jual jujur beri info,1
lama banget kirim nya,1
jangan beli toko akan kecewa kalianbarang bekas jual baru,1
barang sobek sama penyok kasih bilang dus mulus toko engga amanah,1
bilang barang ready dikirimkirim saat kirim barang tidak lengkap and label sobek,1
tidak rekomendasi toko official store untuk teman2 dan sodara kecewa berat cek sn bukan garansi sein indonesia cek sensorlcd camera,1
beli realme 5 pro kirim 5 biasa,1
after sales nya parah beli 4 unit kirim 1 unit sisa kirim pakai jne packing bubble cuma 3 lapis pasti penyok sudutsudut dus m21 nya hindar beli sini,1
nyata bisa pair laptop device cuma ke satu device barang saya klik terima jadi bisa complain ini produk seperti bagus,1
packing cuma bubble tipis 3unit satu barang sobek gerus apa lebih aware sama barang kirim say kasih bintg 1,1
untung barang aman dengan selamat 5 hari waktu kirim pas tau ekspedisi anter aja udah pasrah memang ekspedisi beres masa histori pengi,1
sesuai warna,1
ulas rupa akibat sebab layan toko luar biasa bawah prosedur normal sangat jauh ekspektasi hadap toko label officia,1
harus 0 bintang gan kisah lucu sekali transaksi unit bareng realme x3 superzoom juga masalah silah cek ulas etalase sebut,1
order minta pasti warna biru kalau ada cancel malah kirim black dus penyokkkkkk,1
terang produk sesuai yang dapat beli bonus pisah sesuai deskripsi,1
mnta instan kirim ulur waktu barang ambil dl orglain kecewa,1
barang penyotrepacking jelek sekaliga toko official lain not recommended,1
kata bawa smua nyata bohong cas buka bawa nya udah tukar sama kecil 18w buat hp y12s klo bawa y33s 33w jual jujur udah banyak,1
buat tmn2 beli barang baca ulas beli nya dulu salah nya itu dptnya kardus penyok nyata memang dkirim kardus nya penyok punya,1
beli hp awal pake 2 hari kemudian hp mati total official store garansi 7 hari coba claim toko saya suruh service c,1
dusssnya penyok abis nyalahin kurir padahal liat bubble udh tebal kardus luar aman ada penyok trus smpe skrg komplain belum refund uang pu,1
bonus tulis catat dateng handset,1
penyokkkk bos hadeh cape deh penyok mulu bener2 pernah ksh barang bener,1
pes warna hitam kirim warna hijau di konfirmasi mau warna hijau tetap kirim yang warna hijau alas salah masuk data salah kirim,1
barang sesuai poco f4 lubang kamera depan poco f3 lubang kamera ada di pinggir presisi cutting nya jadi pasang blepetan di kasih tisu ba,1
barang sesuai kirim lama banget sen jam 11 gosend instant tpi pickup jam 3 akhir sampe jam 5 lewat sampe nunggu kantor udh kaya satpam jangan ma,1
deskripsi iklan barang original garansi resmi 1 thn pas barang datenghp barang bekas bukadi tes samsung garansi expired jual tanggung jawa,1
layan sangat mengecewakancukup sekali belanja toko iniminta cancel tolak merekathe worst online shop,1
barang dengan selamat kirim cepat seller ramah terimakasih kata 5g pas sampe dapet varian 4g huuuu,1
hp saya terima nyala mati sendiri solusi ny ke servis center sendiri fix berangkaaaat,1
pesan warna biru datang hitam amanah nyesal sih,1
harga mahal banget 3 kali lipat toko tahu cman kasih kaya gtu lecek parah tidak recomended banget kapok beli toko sumpah rasa tipu,1
sangat kecewa packing kurang aman kemas dus terima ada penyok parah,1
barang repack,1
barang repack tulis catat no repack belum diaktifas tetap kirim barang repack sudah aktifasi ada konfirmasi mana diaktifasinya sebe,1
barang repack aktifasi tanggal beli beli tanggal 5 barang sudah aktifasi repack ulang di tanggal 2 hatihati beli di toko,1
mungkin salah karena kurang teliti rasa judul iklan memang sedikit misleading kirain memang barang 6128 yang 5g saya baru sadar,1
pertama anteraja sangat lelet dua kena barang nyata garansi aktif bulan lalu gatau barang baru second memang sih harga wajar,1
sesuai ekspestasi,1
dus penyok penyok kecewa terimakasij,1
kirim barang lama pajang stok chat minta konsumen batal order datang barang penyok kirim unit hp pakai dus cuma pakai bubble hitam tipis,1
kelas official store jual barang iniamsiong bos,1
kunci kartu sim adadus sudah kotordus luar penyoksegel terbukaaplikasi pdf isi file pra kerjanyesel belanja toko,1
jual amanah kata buka segel repack aktivasi garansi hari sama nyata diaktivasi 2 bulan lebih lalu entah di unit tert,1
bonus janji di ikan chat wktu mau beli ramah sekali sekali sdah di beli cuek minta ampun tanya bonus di janji selalu ngeles banya,1
sangat kecewa barang sampai dana terus jual padahal terima barang harus dana ke beli dana tidak direfunddikembalikan sampa,1
ripek segel barang ken,1
semua sampah barang jual aftersalesnya saling oper casenya barang terima cacat justru karna mau data nginap tempat service makanya bel,1
barang sesuai deskripsi apa di bilang sesuai yang kirim,1
sini tipu bocor saya kotak toko kembali barang nyata ambil abang gojek yang pesan toko,1
jual jujur ada bonus mana make segala free sale,1
jual harus tulis deskripsi kalau barang nyata region jepang voltagenya beda indonesia jadi beli beli converter baru kasih tau so,1
barang reapck aktif seminggupadahal chat tanya apa bener2 baru bnibpenipusy mana liat deskripsi,1
rugi 54rb beli hydrogelnya pasang sangat rapi malah timpa antigores bawa,1
baru bulan lebih dikit tv tiba2 begini jangan beli tv merek dah liat diyautube emang masalah tv cepet banget rusak sangat bangt duit,1
kadang kadang mati lihat nonton ganti suara sendiri plus update google store telah restart harus restart kalau mau aplikasi update l,1
barang kirim sesuai beli beli samsung m14 ram 6128 yang kirim 4128 seller saya sangat recomend belanja toko,1
pas nge cas adaptor bunyi panas made in china,1
kirim barang cacat produksi ribet2 in tukar aktivasi 2 bulan pdhl tanya jawab maksimal 14 hari,1
awal tulis judul gen 2 chat konfirmasi ulang bilang tetap gen 2 nyata pas beli gen 1 mau retur malas,1
garansi nya sisa 8 bulan hp baru tpi garansi udh aktif bulan 5 beli bln 8 seller jujur bilang maksimal 24 hari udh aktif,1
hati toko bisa percaya,1
ada masalah sama sekali barang aman masalah cs nya beri solusi respon baik customer harus paham ji,1
bintang 1 tidak sesuai chat ny 1 bilang repack di aktifasi garansi sesuai tgl beli nyata unit di aktifasi 2 bulan lalu 2 kondisi unit,1
pesan samsung galaxy a73 5g 8128 gb datang malah samsung a54 sellernya chat ada respond amanah banget toko tidak respond dong ka,1
garansi ada kl mau urus d suruh uruss sendiri telp apple buat lapor sendiri csnya nyolot,1
barang segel earbudsnya ada nama buds fe milik ellin seperti barang bekas tanya jual ada konfirmasi lebih lanjut arti segel diakalak,1
cara repacknya asal asal,1
jual ampas promo salah malah kirim produk kira enak aju retur,1
layan seller paling buruk ada tokopedia status proses seller bilang ambil kurir saya mau tukar hp lebih mahal saya sell,1
ngomong dapet aeroactive yang kirim hp hati hati buat beli,1
pesan pakai instant selesai bayar siang hari datengny besok malam mahal ongkir laku kirim reguler biasa ad prioritas antar,1
barang sih aman original bagus sellernya gatau malu jangan pake bonus jadi bahan pancing biar orang beli terang barang bonus cooler udah diko,1
deskripsi nama barang beda varian barang tawar yang belanja toko yang jual bukan xiaomi redmi pantesan harga murah banget,1
semua fungsi normal 1 bikin happy tambah widget fungsi mungkin dapat upgrade hyperos jadi normal,1
awal beli respon ramah udh order layan udh mulai bagus nnya kirim jawab enak baca selesai order tanya,1
sangat rekomended selfish kirim lama segel box buka 1 co pesan kirim instan jam 12an info butuh 13 jam proses sblm kirim,1
hp panas batere cepet abis chat response,1
barang oke cuma lambat sekali kirim instant tanya kata bayar jam 9 pagi baru kirim jam tengah 3 sore request batal pesan baru kir,1
kirim instant tiba besok pagi uda basi butuh buru2 malah kirim besok buat apa pilih instant akhir beli toko itc harga beda jauh ta,1
layan beri seller sangat buruk kecewa meresponse sekali meresponse malah salah beli pihak benar2x recommended,1
pesan samedaybilang udh kirim trrnyata belumsampe bilang tokped esok sore baru deh dikirimgajadi sameday,1
udah ngikutin pandu jual buat ngajuin retur barang udah terima malah retur tolak,1
aktifasi bulan 1 klmaan buat jual soal,1
warna sesuai minta padahal tanya yakin berkali2 akan salah salah segel hp sudah lepas pernah kasih bintang 1,1
sesuai deskripsi alangkah baik jual lebih jujur,1
udh request invoice malah kasih tidak info kalau mau di kirim softcopy kacau,1
layan sangat minim pas barang rusak lepas tangan padahal br bulan dipake butuh solusi tolong sdmnya jangan orang pasar,1
