Nama,Tipe Barang,Varian Barang,Ulasan,Rating,Tanggal
dio,"Laptop HP 15s Core i7 1165G7 Iris Xe 12GB RAM 256GB SSD 15.6""",Varian: NON BUNDLING,pesen nya packing kayu tapi pas barang datang ngga ada packaging kayu,4,Lebih dari 1 tahun lalu
v***a,Logitech H151 Stereo Headset with Noise Cancelling Mic,Varian barang tidak ditemukan,"kualitas suara cukup jernih, bagian head bisa disesuaikan dgn ukuran kepala pengguna, suara yang dihasilkan microphone nya cukup jernih, ada setelan mute/unmute dan volum...",4,Lebih dari 1 tahun lalu
m***i,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON BUNDLING,Seller responsif hanya saja kurir yg mengecewakan,4,Lebih dari 1 tahun lalu
Myecell,PACKING KAYU KHUSUS MONITOR,Varian barang tidak ditemukan,dah order packing kayu tp gaada.. untungnya aman sih😭,4,Lebih dari 1 tahun lalu
E***n,PACKING BUBBLE WRAP,Varian barang tidak ditemukan,"Terlalu mahal hanya untuk 3 lapisan paking leptop , terpaksa beli krna gk ad pilihan lain.",4,Lebih dari 1 tahun lalu
Agus,PACKING KAYU KHUSUS JNE,Varian barang tidak ditemukan,Respon CS ok banget ... prosesnya mempersiapkan pesanan sampai dikirimnya  yang lambat ...,4,Lebih dari 1 tahun lalu
Udien,,Varian barang tidak ditemukan,"barang sudah saya terima, terimakasih juga bonusnya.",4,Lebih dari 1 tahun lalu
Franzeska,,Varian barang tidak ditemukan,"Produk baik, cepat pengirimannyaa! Recommended",4,Lebih dari 1 tahun lalu
Aba,,Varian barang tidak ditemukan,"Hp masih belum aktif, mantap lah 👍🏻",4,Lebih dari 1 tahun lalu
Agus,,Varian barang tidak ditemukan,Cepet gesit dan barang terjamin :),4,Lebih dari 1 tahun lalu
m***h,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON Bundling,Ulasan tidak ditemukan,4,Lebih dari 1 tahun lalu
fitri,,Varian barang tidak ditemukan,"seller sangat responsif...
cpt dan tanggap, dan barang sesuai dengan deskripsi
terimakasih",4,Lebih dari 1 tahun lalu
v***n,,Varian barang tidak ditemukan,Nice!!!!!!!!!!!!!!!!!,4,Lebih dari 1 tahun lalu
victrin,[BEST SELLER]BNIB RAZERPHONE | RAZER PHONE 64GB Black Garansi Resmi,Varian barang tidak ditemukan,Tapi proses pembayarannya ada kendala.,4,Lebih dari 1 tahun lalu
Desi,TERMURAH IPHONE X| 10 64GB Space Grey Garansi Resmi 1 Tahun Apple,Varian barang tidak ditemukan,"Respon cepat , packing rapih pengiriman jg cpat , sy kasih 4 bintang dlu smoga g ad msalah nnti baru tambah lg bintng ny",4,Lebih dari 1 tahun lalu
W***u,PACKING KAYU KHUSUS JNE,Varian barang tidak ditemukan,mantep gan barang jadi tambah aman,4,Lebih dari 1 tahun lalu
Galih,"ACER ASPIRE 5 A515-45 AMD Ryzen 5 5500U DDR4 8GB 512GB 15.6"" W10+OHS",Varian: Bundle MOUSE A,"barang bagus, sesuai pesanan, tapi minus tasnya aja gak dikasih tau di awal kalo stoknya habis",4,Lebih dari 1 tahun lalu
v***a,Webcame Logitech C270 HD Original / Webcamera / Kamera pc / laptop,Varian barang tidak ditemukan,Cukup jernih meskipun agak delay sepersekian detik.,4,Lebih dari 1 tahun lalu
F***m,PACKING KAYU KHUSUS JNE,Varian barang tidak ditemukan,ga guna masukin ini ke keranjang klo pas dateng ga dikasih packing kayu,4,Lebih dari 1 tahun lalu
Jhonny,Laptop HP 14 ep0001tu ep0002tu Core i5-1335U 512GB SSD 8GB Iris Xe,Varian: Natural Silver - NON BUNDLING,"Ko sekarang jadi lama nunggu fakturnya 17 hari, mesti rajin kontak adminnya",4,Lebih dari 1 tahun lalu
R***l,ASUS VIVOBOOK 14X M1403QA RYZEN 7 5800H 16GB 512GB SSD 14 2.8K 90Hz,Varian: Quiet Blue - No Bundle,"sellernya galak, tapi barangnya bagus",4,5 bulan lalu
W***y,ASUS VivoBook Pro 15 OLED M6500QC Ryzen 5 5600H 16GB 512SSD RTX3050,Varian: Quiet Blue - Bundle Mouse,"Barangnya sudah sampai, saya periksa dulu nanti saya tambahkan bintangnya",4,8 bulan lalu
a***o,"Axioo MyBook HYPE 3 i3-1005G1 RAM 8GB 256GB SSD 14"" FHD IPS Win11",Varian: WINDOWS - Grey,"desainnya cakep banget cuy. performa kenceng buat mahasiswa yg cuma pake microsoft, canva, browsing, dll. cuma minusnya satu, baterainya cepet banget abis kek lebih awet...",4,5 bulan lalu
S***o,"Lenovo Legion R27q-30 Gaming Monitor 27"" QHD IPS 180Hz 0.5ms FreeSync",Varian: R27q-30 - No Bundle,"Item ada stuck pixel, seller baik kasi tuker yg baru tapi stok kosong jd harus tunggu stok baru masuk 🤣",4,8 bulan lalu
S***a,"LENOVO MONITOR GAMING G34w-30 Curved WQHD 34"" 165 Hz VA",Varian: G34w-30 - No Bundle,"pengiriman cepat, sangat disayangkan penjual tidak menguasai produk yg dijual, saya diminta utk lihat youtube utk cara pakainya.",4,8 bulan lalu
Asna,"Apple MacBook Pro M1 Pro 14"" RAM 16GB 512GB 1TB",Varian: GARANSI RESMI - 1TB GREY,pemesanan memakai packing kayu tapi saat barang sampai nggak packing kayu tapi device tetap aman,4,7 bulan lalu
Graha,"ASUS TUF A15 FA506QM Ryzen 7-5800H RTX 3060 144Hz 8GB 512GB SSD 15.6""",Varian: 16GB NON,"Laptopnya aman sampai dengan selamat dan berfungsi dengan sangat baik, tapi catatan buat pemilik toko untuk menyiapkan lebih tebal buble wrap box laptopnya karena anda ta...",4,11 bulan lalu
A***o,"Laptop Xiaomi RedmiBook 15 Core i3 1115G4 8GB 256GB 15.6"" FHD",Varian: NON Bundling,ruang memori yg terpasang sudah 90gb jadi tersisa sedikit kalau video sering cracked tapi yg lainnya lumayan.,4,Lebih dari 1 tahun lalu
S***i,HP 150 Wired Mouse Kabel Ergonomic RESMI,Varian: RANDOM,"Order lg flash sale, ga sempet baca deskripsi, kirain random cm acak warna, ternyata merk jg, dikirim mouse yg biasa buat bonus",4,12 bulan lalu
B***m,"ASUS TUF Dash F15 FX506HC Core i5-11400H RTX 3050 8GB 512GB 15.6""",Varian: Grey - +ANTIGORES,"Seller fast respon banget, koordinasinya juga lancar banget, udah dicoba pake dan ga ada kerusakan atau hal yang mengganjal di hati hehe",4,Lebih dari 1 tahun lalu
E***i,"HP 14s DQ4016TU Core i5 1155G7 16GB 512GB SSD irisXE 14"" FHD IPS",Varian barang tidak ditemukan,"Makasii ya udah ngirim laptopnya tepat waktu. Barang diterima dengan packing tebel, sebelumnya juga udah di coba buka dulu dan kondisi mulus, lengkap 🙏",4,Lebih dari 1 tahun lalu
E***i,"LENOVO LOQ 15IRH8 Core i5-13420H 8GB 16GB RTX 4050 15.6"" WQHD",Varian: 8GB - +ANTIGORES,"Sejauh ini barangnya aman aja, adminnya fast respon, kemasan tebel, pokoknya mantap produk dan pelayanan di toko ini",4,Lebih dari 1 tahun lalu
s***n,"Lenovo IdeaPad Slim 3 Core i3-1115G4 8GB 256GB Intel UHD 14""",Varian: 512G BLUE - NON BUNDLING,mantap si mulus,4,Lebih dari 1 tahun lalu
R***l,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON BUNDLING,"Cocok banget untuk pemakaian ringan, kaya nulis atau nonton film. Worth it dengan harganya. Kurangnya, kalo udah kebiasa pake OS Windows harus adaptasi dengan Chrome OS y...",4,Lebih dari 1 tahun lalu
Dessy,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: Bundle Lengkap,sesuai diskripsi.... klo orang sdh biasa pake hp pake laptop ini ga masalah.... cmn mousennya yg wireless ga bisa di pake klo yg kabel blm di coba smoga aja ga masalah. d...,4,Lebih dari 1 tahun lalu
M***t,"ASUS Vivobook 14 A1400EA-VIPS351 i3-1115G4 8GB 512GB 14"" FHD IPS W11",Varian: 4GB Silver - NON BUNDLE,hm,4,Lebih dari 1 tahun lalu
AditF,Monitor LED LENOVO L24I-40 IPS FHD HDMI VGA Eye Caring 75Hz,Varian: L24i-40 - No Bundle,packing dan produk bagus,4,7 bulan lalu
s***s,"Monitor LED Lenovo Q27H-20 27"" IPS 1440p USB-C 90w Speaker Ergo Stand",Varian: Lenovo Q27h-20 - No Bundle,sedih ga dikasih kabel hdmi,4,7 bulan lalu
Syahrul,HP Pavilion x360 14 ek1005TU i5-1335U RAM 16GB 512GB SSD TOUCH W11,Varian: Silver - Non Bundle,"barang mantap sesuai deskripsi, terima kasih banyak. cuman pelayanannya ada yg kurang, mohon maaf",4,Lebih dari 1 tahun lalu
Fazar,Apple Macmini M2 Pro 8-Core / 10-Core CPU 512GB 256GB Mac Mini Not M1,Varian: INTER - M2 256GB,"ujung ujung lancip dusnya pada penyok, untung dalemnya gak kenapa kenapa, green peel masih utuh, semoga awet, pelayanan paling ramah dibanding toko lain yang jual mac min...",4,11 bulan lalu
A***a,ASUS VivoBook Pro 15 OLED M6500QC Ryzen 5 5600H 16GB 512SSD RTX3050,Varian: Quiet Blue - NON BUNDLING,"Barang kecurian tapi untung bisa claim, tokopedia cukup responsif. hati hati kepada driver gojek bernama Asbuloh diduga termasuk komplotan.",4,Lebih dari 1 tahun lalu
Jian,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON BUNDLING,"Overall bagus, tombol 4 nya agak keras",4,Lebih dari 1 tahun lalu
Apit,Digital Alliance T Series RGB Stand DA Black Headset Stand,Varian barang tidak ditemukan,barang bagus telah sampai oke punya,4,Lebih dari 1 tahun lalu
Didik,"Laptop Murah HP 14S DQ0508TU N4120 4GB 256 SSD 14"" HD Free Office",Varian: BUNDLING PROMO,"Barang original, pengiriman cepat, tapi bundling promo (mouse dan headset) tidak terkirim.",4,Lebih dari 1 tahun lalu
Apit,Mousepad Tecware Haste XL Gaming Mousepad,Varian barang tidak ditemukan,oke,4,Lebih dari 1 tahun lalu
Krispin,"Laptop Murah Lenovo Ideapad Slim 1 Celeron N4020 4GB 256GB SSD 11.6""",Varian barang tidak ditemukan,pengiriman sangat mengecewakan,4,Lebih dari 1 tahun lalu
wahyu,Samsung A30 4/64GB Garansi Resmi - Bisa COD,Varian barang tidak ditemukan,Barang sesuai .. pengirimannya lama banget,4,Lebih dari 1 tahun lalu
Tri,Xiaomi Mi A1 4/64Gb Garansi Resmi - Bisa COD,Varian barang tidak ditemukan,barang bagus.. tp ga ada bonus,4,Lebih dari 1 tahun lalu
Putra,Xiaomi Mi A1 4/64Gb Garansi Resmi - Bisa COD,Varian barang tidak ditemukan,"Barang dan spesifikasi sesuai, hanya warnanya berbeda dengan yang saya pesan, saya pesan rose gold yang datang gold, tapi tidak masalah karena spesifikasi sesuai.
Bonus b...",4,Lebih dari 1 tahun lalu
T***r,Realme 2 Pro 4GB 64GB Blue - Garansi Resmi - Bisa COD,Varian barang tidak ditemukan,"Packing rapih, mudah2an hp awet...................top",4,Lebih dari 1 tahun lalu
Hendri,"Xiaomi Mi TV LED TV 4A 43"" Resmi 1 Tahun Smart TV",Varian barang tidak ditemukan,"pesanan sesuai dengan order dan belum sempat saya coba. pada hari pembelian saya tanya bisa kirim hari ini atau tidak, ternyata bisa dan saya gunakan instant courir pasti...",4,Lebih dari 1 tahun lalu
iceu,OPPO A9 8GB / 128GB - Purple Green - 8 GB 128 GB GARANSI RESMI,Varian barang tidak ditemukan,"Respon cepat,pengiriman jg cepat,utk kualitas produk sy blm cek krn pesanan org,blm ngabarin. Mgkn ok",4,Lebih dari 1 tahun lalu
Yudo,Oppo F11 4/128gb Garansi Resmi - Bisa COD,Varian barang tidak ditemukan,"Barang cepat sampai, mudah2an awet, makasih gqn",4,Lebih dari 1 tahun lalu
Dede,Samsung Galaxy M10 2/16GB Garansi Resmi - BIsa COD,Varian barang tidak ditemukan,"Di pajang nya hp samsung M10 hitam bonus... Ehhhhhhhh.... Datang nya gak ada bonus nya.. Kecewa,gak nepati janji... Padahal saya langganan tokopedia... Apa ada nya lah",4,Lebih dari 1 tahun lalu
Hadist,Samsung Galaxy M10 2/16GB Garansi Resmi - BIsa COD,Varian barang tidak ditemukan,packing lumayan aman pakai gosend,4,Lebih dari 1 tahun lalu
Agus,OPPO F11 PRO RAM 6/64 GB GARANSI RESMI OPPO INDONESIA Black Green,Varian barang tidak ditemukan,Bonusannya koq nggak ada ya?,4,Lebih dari 1 tahun lalu
Erma,Lenovo LEGION 5i i7-10750 GTX 1660Ti 16GB 1TB + 512GB SSD 100% sRGB,Varian: Bundle Lengkap,"sejauh ini good cuy, semoga aman terosss",4,Lebih dari 1 tahun lalu
Ariondoro,"Laptop ASUS SSD A409MA-BV211T Intel N4000 4GB 256GB SSD 14"" HD BV212T",Varian: Silver,"Pelayanan oke, semua pertanyaan dijawab sama seller. Barang n pengirimannya juga cakep👍👍👍",4,Lebih dari 1 tahun lalu
A***m,Team Elite SODIMM RAM For Laptop 4GB / 8GB / 16GB / 32GB DDR3 DDR4,Varian: 8GB 2666MHZ,barangnya bagus. ok,4,Lebih dari 1 tahun lalu
A***m,"HP Pavilion Gaming 15 dk2068TX Core i7 11370 8GB 512GB GTX 1650 15.6""",Varian: NON Bundle,kualitas laptopnya bagus sesuai deskripsi. packingnya ok barang terjamin. bonusnya dideskripsi dapat mouse gratis tetapi setelah saya unboxing tidak ada????. saya tidak t...,4,Lebih dari 1 tahun lalu
saleh,"LAPTOP ASUS A516JPO Core i5-1035G1 8GB 512GB SSD MX 330 15.6"" FHD IPS",Varian: NON Bundle,"barang dan harga oke, cuma kiriman telat...",4,Lebih dari 1 tahun lalu
Nur,Laptop Asus Vivobook A516JP Core i3-1005G1 4GB 256GB MX330 W10+OHS,Varian: NON Bundle,"respon chat cepet. cuma ketelitian sama kecekatan untuk pelayanan masih kurang. semoga bisa ditingkatkan lagi. ada kendala masalah waktu order, tapi masih bisa cari solus...",4,Lebih dari 1 tahun lalu
L***a,"Laptop Acer Aspire 5 Core i7-1165G7 MX350 8GB 512GB SSD WIN10 14"" FHD",Varian: NON Bundle,hari ini checkout besok langsung turun 700 rb. sakit nya tuh di sini.,4,Lebih dari 1 tahun lalu
Indra,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON Bundling,"sebelumnya saya cuma mau ngomong bahwa tidak ada masalah dengan toko ini. penjual responsif, barang jg oke sesuai deskripsi. hanya saja, kurir yg saya pakai yaitu a*n*r*j...",4,Lebih dari 1 tahun lalu
J***y,Team Elite SODIMM RAM For Laptop 4GB / 8GB / 16GB / 32GB DDR3 DDR4,Varian: 8GB 3200 MHZ,"mintaa dipasang tapi tidak dipasang ramnya, overall pelayanan dan respon 9/10",4,Lebih dari 1 tahun lalu
A***a,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON Bundling,"Perbaikin untuk konsekuensi perihal pengiriman ya kak.
Lain2 oke lahh",4,Lebih dari 1 tahun lalu
J***n,"Asus Vivobook K413EQ Core i7-1165G7 8GB 512GB SSD MX350 W10 14"" IPS",Varian: NON Bundling,good,4,Lebih dari 1 tahun lalu
Noruma,"Lenovo LEGION 5 Ryzen 7 5800H RTX 3050 Ti 16GB 512GB 15.6"" FHD 165Hz",Varian: NON Bundle,Sesuai spek sih. Tapi emang ga dapet tas sama mouse ya?,4,Lebih dari 1 tahun lalu
Abdi,"Laptop HP 14s-fq1004AU Ryzen 5 5500U 512GB SSD 8GB 14"" FHD WIN10+OHS",Varian: NON Bundle,"barang bagus, packingan aman, buble wrap tebal. sampenya lama padahal mesannya yg one day jadi 3 hari.",4,Lebih dari 1 tahun lalu
F***n,"Lenovo LEGION 5 Ryzen 7 5800H RTX 3050 Ti 16GB 512GB 15.6"" FHD 165Hz",Varian: NON Bundle,"Barang sudah sampai dengan selamat , barang original , sayang gadapat tas Legion nya cuman tas Lenovo biasa",4,Lebih dari 1 tahun lalu
s***o,"Laptop HP 14s cf2517TU cf2518TU Core i3 10110 4GB 256SSD W10+OHS 14""",Varian: NON Bundling,sip,4,Lebih dari 1 tahun lalu
R***n,"Laptop Xiaomi RedmiBook 15 Core i3 1115G4 8GB 256GB 15.6"" FHD",Varian: NON Bundling,"tq seller, sicepat n toped🙏",4,Lebih dari 1 tahun lalu
Muhammad,Kacamata Pintar Ray-Ban Meta Smart Glasses RayBan Wayfarer,Varian: Green - Inter,"barangnya mantap sesuai deskripsi, cuma setting ke hp ribet banget, tertulis utk iphone, tapi tidak bisa didownload aplikasi di iphone utk connect ke kacamata, tertulis a...",4,6 bulan lalu
m***a,HP Pavilion x360 14 ek0116TU ek0117TU Core i7-1255U 512GB SSD 16GB RAM,Varian: Silver - NON BUNDLING,"sesuai spek, admin responsif, pengiriman ga cepat. kzl beut.. laptop ini cepat panas jadi haria beli cooler. blm ada 10.menit eh lgsg panas.... agak kecewa sih... btw ant...",4,Lebih dari 1 tahun lalu
L***m,"Acer Aspire 3 A314-35 Celeron N5100 4GB 1TB Intel UHD 14""HD",Varian: NON Bundling,"barang sesuai orderan dan pengiriman juga cepat. laptopnya loading nya lama banget, jadi agak lelet gitu deh, apa karena HDD nya terlalu besar ya???",4,Lebih dari 1 tahun lalu
E***o,"Asus Vivobook A516EPO Core i7 1165G7 MX330 8GB 512SSD W10+OHS 15"" FHD",Varian: Silver,"walaupun ada beberapa permasalahan di awal, tapi kembali lagi pada kualitas barang, yg resmi dan bergaransi",4,Lebih dari 1 tahun lalu
Fachri,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON Bundling,"barang sesuai, harga bersaing, tapi sayang nggak dapet screen protector",4,Lebih dari 1 tahun lalu
Eza,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON Bundle,bagus,4,Lebih dari 1 tahun lalu
R***i,"ASUS TUF Dash F15 FX506HC i5-11400H RTX 3050 144Hz 8GB 512GB 15.6"" W10",Varian: NON Bundle,"pengiriman aja yg lama, yg lainnya oke......
uraaaa....!!!!",4,Lebih dari 1 tahun lalu
Ekanur,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON BUNDLING,"barangnya gak ada masalah cuma yg jadi masalah itu adminnya, saya minta batalin aja karena kelamaan ngirimnya tapi pengajuan pembatalan malah di tolak dan tetap di kirim...",4,Lebih dari 1 tahun lalu
Harin,Team Elite SODIMM RAM For Laptop 4GB / 8GB / 16GB / 32GB DDR3 DDR4,Varian: 4GB 2666MHZ,"oke, diiklan Team Elite, terpasang digital aliance, selama gak ada masalah okelah",4,Lebih dari 1 tahun lalu
A***p,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON Bundle,pengiriman tidak sesuai yang dijanjikan. kualitas barang oke. Harga relarif murah. barang tersegel dengan aman.,4,Lebih dari 1 tahun lalu
Susan,"Acer Aspire 5 Slim A514-54 i3-1115G4 4GB 512GB SSD WIN10 + OHS 14"" HD",Varian: NON Bundle,tas nya ga sesuai,4,Lebih dari 1 tahun lalu
Erna,Asus BR1100FKA Celeron N4500 4GB 128GB eMMC 11.6″ Touchscreen Win 11,Varian: Grey - Bundle Lengkap,"Sebenernya rada kecewa sm pelapak ,yg katanya promo bulan ini buy 1 get 7...ternyata harus nambahin lg 50 ribu,lain kali lebih teliti lg gan apalagi utk masalah promo...k...",4,Lebih dari 1 tahun lalu
tedi,ASUS TUF GAMING DASH A15 F15 INTEL i5 Ryzen 5 VGA RTX GARANSI RESMI,Varian: FX506HC-I535B6T - NON BUNDLING,oke sih...cmn agak kecewa sama sales nya di kasih arahan dapet mistery Gift tapi gda hadiah apapun...,4,Lebih dari 1 tahun lalu
R***n,ASUS Vivobook Pro 15 M3500QC Ryzen 5 5600H 16GB 512SSD RTX 3050 OLED,Varian: Blue,"Proses pesanan cukup lama, pesan di hari minggu baru di kirim hari selasa
Tapi barang overall mantaaap, paket sampai dengan selamat",4,Lebih dari 1 tahun lalu
N***a,Screen Protector / Keyboard Protector,Varian: Screen Protect,"kurang pas sama laptop saya, tapi ya tak apa
(Lenovo Ideapad flex 5 2022)",4,Lebih dari 1 tahun lalu
Wisnuwardhana,"Laptop Xiaomi RedmiBook 15 Core i3 1115G4 8GB 256GB 15.6"" FHD",Varian: NON Bundling,"lumayan lah, cuma windows nya harus update krn ada beberapa settingan display dll yg kurang update",4,Lebih dari 1 tahun lalu
Rizanfiero,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: PROMO,Masih belum terbiasa tanpa ms word,4,Lebih dari 1 tahun lalu
Galan,Screen Protector / Keyboard Protector,Varian: Screen Protect,ga full screen ternyata,4,Lebih dari 1 tahun lalu
Sandy,"Laptop Murah Asus M415DAO Ryzen 3 3250 8GB 512GB 14""FHD W10+OHS",Varian: Grey Mouse,"sebelum memesan saya sdh tanyakan apakah bisa dengan faktur pajak, dijawab bisa, setelah transaksi respon dan pengiriman pelayanan cepat, sayang sekali respon pengiriman...",4,Lebih dari 1 tahun lalu
A***s,Laptop HP 14s fq0576AU fq0557AU Ryzen 3 3250U 512GB SSD 8GB Win11+OHS,Varian: Silver - NON BUNDLING,barang sih OK cuma pengiriman instant tapi rasa same day,4,Lebih dari 1 tahun lalu
Aldi,"Laptop Asus Vivobook A516JAO Core i3-1005G1 4GB 256G SSD 15.6"" HD",Varian: Silver - NON BUNDLING,"Overall bagus, berfungsi dgn baik tanpa cacat, packing aman & pelayanan baik.

Hanya saja warna tidak sesuai pesanan dan request, pesan warna SILVER dan dipastikan le...",4,Lebih dari 1 tahun lalu
Erwin,"Laptop Infinix INBook X2 Core i5-1035G1 8GB 512GB SSD 14"" FHD IPS",Varian: Red,lumayan lah buat kerja kerja ringan,4,Lebih dari 1 tahun lalu
V***i,Acer Aspire 3 Slim A314-35 Celeron N5100 4GB 256GB 14″ HD W10+OHS,Varian: NON Bundling,"Kurang puas karena ngak dapat tas acer, harusnya ditulis kalau ngak berikut bag nya ..... padahal biasanya udah sepaket",4,Lebih dari 1 tahun lalu
R***i,Paket Instal Software Laptop,Varian: Paket Lengkap,aplikasi lengkapppp hanya saja ada request yg tidak tersedia,4,Lebih dari 1 tahun lalu
Kang,"Laptop Infinix INBook X2 Core i5-1035G1 8GB 512GB SSD 14"" FHD IPS",Varian: Blue,"Barang selamat sampai tujuan.
Jumlah sesuai dengan ajuan.
Semoga awet.",4,Lebih dari 1 tahun lalu
Faisal,"Asus Vivobook A416EPO Core i7 1165G7 MX330 8GB 512SSD W10+OHS 14"" FHD",Varian: NON Bundling,"ternyata bukan 8gb onboard tapi 4gb onboard, ditambah 4gb (beli terpisah) baru nanti jadi 8gb",4,Lebih dari 1 tahun lalu
D***t,ASUS TUF Gaming A15 FA506IC Ryzen 7 4800H 8GB 512GB RTX 3050 144Hz OHS,Varian: NON Bundling,Gampang dibawa-bawa Packaging aman 🙏 Respon penjualnya top,4,Lebih dari 1 tahun lalu
Kurama,"HP Pavilion 14 EC0013AU EC0014AU Ryzen 5-5500 16GB 512GB 14"" FHD",Varian: NON Bundle,"bagus ori cepat. cuma satu, beli pas harga diskon tapi malah disuruh nambah biaya tambahan. terpaksa transfer lagi.",4,Lebih dari 1 tahun lalu
Septi,Paket Instal Software Laptop,Varian: Paket 1,"paketnya bagus, cuma kurang zoom, tapi udh ada tambahan wa. ya bagus lah",4,Lebih dari 1 tahun lalu
v***a,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON Bundling,"Persis seperti hp android tapi versi laptop. Cocok untuk kebutuhan belajar-mengajar secara online. Aplikasi Zoom agak berbeda dengan versi cloud,  tidak ada anotasi atau...",4,Lebih dari 1 tahun lalu
A***o,"Laptop Murah HP Core i3-1115G4 8 GB 256 GB 15.6"" FHD IPS Windows 10",Varian: NON Bundling,"packing rapi, respon cepat tanggap. produk original BNIB
Spek sesuai bisa tambah ram dan SSD sendiri...
layar full hd built kualiti ok... moga awet. sukses buat toko dan...",4,Lebih dari 1 tahun lalu
Chafid,"Laptop Acer Aspire 3 A314-22 AMD 3020e 4GB 256GB SSD 14"" OHS + WIN10",Varian: NON Bundle,Sesuai....,4,Lebih dari 1 tahun lalu
Ahmad,Paket Instal Software Laptop,Varian: Paket Lengkap,Pesanan kurang 1 blm di install hmmm,4,Lebih dari 1 tahun lalu
Faris,"Laptop Infinix INBook X1 Core i3 1005G1 8GB 256GB SSD 14"" FHD IPS",Varian: Grey,"barang aman cuma respon penjual slow,",4,Lebih dari 1 tahun lalu
Tiyas,"Samsung Chromebook 4 Laptop 11""6 HD 32GB 4GB Garansi SEIN Laptop Murah",Varian: NON Bundling,komplit tanpa ada lecet cuma mash bingung cara pakai nya,4,Lebih dari 1 tahun lalu
Yuda,Xiaomi Poco F6 5G 12/512GB 8/256 GB Garansi RESMI - not F5,Varian: 12+512 Green - Non Bundle,oke,5,1 hari lalu
f***l,Samsung Galaxy A35 5G 8/128GB 8/256GB NFC Garansi Resmi 8 128 256 GB,Varian: 8/256GB Promo - Non Bundling,"Barang original, new segel. Harga bersaing. Packing aman sekali bubble wrap tebal",5,1 hari lalu
A***i,Imoo Watch Phone Z1 Swimming Resistance HD Camera Garansi Resmi,Varian: BLUE,"Barang sesuai, packing aman",5,1 hari lalu
a***u,"Advan Tab VX Neo LTE 4/128 10.1"" Inch Android 14 Garansi Resmi",Varian: Promo,"Pengiriman cepat, produk original, masih segel, ada kartu garansi, berfungsi dengan baik no cacat.
Terima kasih.",5,1 hari lalu
Tegar,Imoo Watch Phone Z1 Swimming Resistance HD Camera Garansi Resmi,Varian: BLUE,Kondisi sampai dengan baik dan berfungsi dengan baik juga 🙏🏻,5,1 hari lalu
S***i,Samsung Galaxy Buds FE Earphone Bluetooth TWS Garansi Resmi SEIN,Varian: WHITE,"ori dan murah, worth it sih",5,1 hari lalu
Kurnia,Samsung Galaxy Fit3 Fit 3 Smartband / Smartwatch Garansi Resmi SEIN,Varian: PROMO,bagus,5,1 hari lalu
g***d,Imoo Watch Phone Z1 Swimming Resistance HD Camera Garansi Resmi,Varian: GREEN,jos gandos sellernya,5,1 hari lalu
N***a,Xiaomi Pad 6 8/256GB 8/128GB 6/128GB Xiaomi Mi Pad 6 Pro Garansi Resmi,Varian: Black - 8/256GB,"Barang disegel, resmi, kualitas top, semoga awet",5,1 hari lalu
C***i,Apple iPad Pro M4 2024 11 inch 128GB 256GB 512GB 1TB 2TB 5th Gen Wifi Only,Varian: 256GB - Silver,"reapon seller ceper, pengiriman cepet, pakingan aman pake bubblewrap berlapis-lapis, ipadnyanya segel greenpeel, sudah dicoba dan berfungsi dengan baik.. thanks ya gan.....",5,1 hari lalu
P***a,Xiaomi Poco X6 PRO 5G NFC 12/512GB 512 MD 8300 Ultra Garansi Resmi,Varian: 12/512GB Promo - Non Bonus,ok TOP,5,1 hari lalu
Suci,Infinix Smart 8 4/128 GB 3/64GB Black Gold Garansi Resmi,Varian: 3/64GB Black - Non Bonus,bagusss,5,1 hari lalu
D***a,OPPO Reno 12 Pro 5G 12/512 GB Reno12 12GB 512GB Garansi Resmi,Varian: 12/512 Promo - Non Bonus,"Pelayanan cepat, pengiriman cepat, barang bagus dan berfungsi dengan baik",5,1 hari lalu
