Ulasan,Sentimen,Tipe Barang,Deteksi_Bahasa
barang sih oke banget sperti sharusnya official store kasih barang original masa tidak dapet bonus case masker sperti rang orang maaf jadi kasih b2,negatif,JBL Wave 100 True Wireless,id
produk tiba aman kualitas jauh ekspektasi suara lebih kecil drpd headset bawa hp nyaman sgt kurang pasang telinga,negatif,JBL C150SI - Black,id
kasih nilai bintang 2 tuk proses kirim produk pilih kurir sameday batas 1 jasa kurir proses kirim nya kecewa lacak suli,negatif,JBL C150SI - Red,id
jujur kecewa kualitas suara sangat sesuai harga tawar harga earphone 100rban takjub reviewnya banyak kasi bintang lima s,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
harap hati hati kalau mau beli produk saya merekendasikan busa pad nya sangat kualitas nampaknya jadi karena tahun produksi produk,negatif,JBL E65NC BT - Blue,id
baru 2 hari kabel regas kelupas gitu,negatif,JBL Reflect Aware,id
kirim terlalu lama,negatif,JBL C150SI - White,id
meski tws paling murah buat merek sudah mapan suara ini,negatif,JBL Wave 100 True Wireless,id
seperti case beri random beli sama ada ada tidak kalau systemnya ini ada yang kecewa,negatif,JBL Wave 100 True Wireless,id
15 nov 2021 beli 23 november 2021 belah kiri matimati terus suara pas hidup lalu suara tanda shut down mungkin batere power belah kiri rusak j,negatif,JBL Tune 220 True Wireless - Black,id
tanya free case apa kata iya gaada free casenya suara biasa aja deep bass berat gede banding sama harga yang lebih murah deh,negatif,JBL Wave 100 True Wireless,id
barang bagus kirim tepat waktu aplikasi ada biaya kirim saat saya terima biaya kirim 0 coba di baik,negatif,JBL T110 Blue,id
rekomendasi telinga nyaman sakit cuma dipake 2 jam nyesel sih beli nyaa mau tuker tambah bisa,negatif,JBL Tune 500 Wired On-Ear Headphones with Mic- Garansi Resmi,id
karet baru 2 hari pake udah lepas,negatif,JBL Clip 4 - Ultra-portable Waterproof Speaker,id
kualitas suara kurang bagus cempreng build quality packing baik kirim cepat,negatif,JBL T110 Blue In Earphones with microphone,id
barang hilang jalan komplain lambat dalam status barang dalam kirim uang hilang barang datang ganti metode kirim and,negatif,JBL Go 2 Portable Speaker Bluetooth Garansi Resmi,id
beli 2 produk sama kualitas beda quality control kurang bagus ada solusi tukar produk,negatif,JBL C150SI White In-Ear Earphone cable with Mic,id
barang rusak bisa hidup udah chat jual mau kirim balik belum balas respon jual barang fungsi mohon pasti biasa,negatif,JBL Tune 125BT Wireless in-Ear Headphones,id
over pricekalah jauh ama hs bawa samsungentah kirim original tidak,negatif,JBL C150SI Black In-Ear Earphone cable with Mic,id
suara tidak dengar jelas lawan bicara,negatif,JBL Wave 200 True Wireless,id
garansi daftar bagaimana mhn ijin penjelasankotak kemas seperti bongkarrusak,negatif,JBL Live Pro 2 True wireless Noise Cancelling earbuds,id
satu kabel mati komplain yasaya video buka produk awal,negatif,JBL C150SI White In-Ear Earphone cable with Mic,id
kanan connectbarang baru datang langsung kirim service centretolong bisa baik bagi qc nya barang beli konsumen bisa berku,negatif,JBL Wave 200 True Wireless,id
barang palsu suara nya kurang jelas barang jelek,negatif,JBL C150SI Black In-Ear Earphone cable with Mic,id
paket hilang berkat sicepat minggu tak kabar tagih terus beli 800 ribu 2 speaker kirim 1 earphone 100 ribu terima kasih tokopedia sicepat,negatif,JBL Go 2 Portable Speaker Bluetooth Garansi Resmi,id
kualitas bagus sayang jual proses lelet buanget ibarat org lahir bidan datang anak sekolah tk,negatif,JBL T110 Black In Earphones with microphone,id
batrai cepat habis suara biasa tidak wort it harga gin jual merk doang,negatif,JBL Go 3 Waterproof Bluetooth Speaker All Variant,id
barang datang bisa hidup sama sekali charging kali selesai masalah hubung jual solusi claim warranty harus bawa ser,negatif,JBL Tune 125BT Wireless in-Ear Headphones,id
kiri normal belah kanan kgk ngecharge,negatif,JBL Wave Beam True Wireless Earbuds with mic,id
kuping rusak belah,negatif,JBL C150SI Black In-Ear Earphone cable with Mic,id
kardus penyok dalam perhati sudah kali insiden ini,negatif,JBL C150SI Red In-Ear Earphone cable with Mic,id
harga kualitas jauh banget jangan beli,negatif,JBL Wave 200 True Wireless,id
kirim lama packing rapi,negatif,JBL Flip 6 Portable Waterproof Speaker,id
kali dua kasih review jelek lama pakai tokopedia udah dichat buat mastiin kirim siang mau kasih kado gapake basa basi langsung order jam 10 pake i,negatif,JBL Tune 510BT Wireless On-Ear Headphones,id
bass kurang rugi harga gin sama kaya bawah 50k,negatif,JBL C150SI Black In-Ear Earphone cable with Mic,id
coba 2 hp belah kiri bunyi komplen selalu gagal pickup kecewa berat padahal official,negatif,JBL C150SI White In-Ear Earphone cable with Mic,id
bingung pakai baru minggu rusak olahraga selalu sih pakai tissue tidak keringat rembes 5x pakai maka,negatif,JBL Endurance Run 2 Bluetooth - Wireless Earphone,id
beli barang tanggal 1 april barang 2 minggu kemudian masuk akal mau buka pakai isi paket malas order langsung bayar barang lama kirim,negatif,JBL Go 3 Waterproof Bluetooth Speaker All Variant,id
beli warna biru kirim warna tosca jauh banget beda,negatif,JBL Go 3 Waterproof Bluetooth Speaker All Variant,id
bagi l isi mana deh klik terima komplennya gimana yah,negatif,JBL Reflect Mini Noise Cancelling,id
baru bulan lebih udah rusak habis cas mau mati lampu di hidup mau ni solusi min,negatif,JBL Endurance Run Earphone Bluetooth - Red,id
minggu udh rusak,negatif,JBL Endurance Run 2 Bluetooth - Wireless Earphone,id
pesan kurir instant sampai 1 hari kemudian hadeuh kecewa parah barang kotor deh,negatif,JBL T110 Red In Earphones with microphone,id
3 bulan doang kuatnys,negatif,JBL T110 Blue In Earphones with microphone,id
jelek experience guna same day delivery lo lebih 10 drivers bolakbalik ambil barang warehouse tutup bener bener manusiawi,negatif,JBL Tune 510BT Wireless On-Ear Headphones,id
bluetooth nya sering putus2 kalau koneksi laptop koneksi ulang mulus,negatif,JBL Go 2 Portable Speaker Bluetooth Garansi Resmi,id
kecewa sama toko padahal kirim udah batalin udah chat tapi malah sengaja kirim mau di batal,negatif,JBL Cinema SB170 - Speaker Soundbar,id
cas batre tdak tingkat 3jam lebih solusi nya gimna bos,negatif,JBL Flip 6 Portable Waterproof Speaker,id
paket sampai ketang di bawa kurir,negatif,JBL Go 2 Portable Speaker Bluetooth Garansi Resmi,id
earphone mati belah terima,negatif,JBL C150SI Black In-Ear Earphone cable with Mic,id
baru terimasuara cempreng kanan matiparah beli mahal2 deh kasih barang reject,negatif,JBL Wave 200 True Wireless,id
gaes kalian pernah denger sound system hajat dusundusun tahun 90an gelegar suara pecah karuan nah kayak gitu alam saya dari earphone jbl,negatif,JBL T110 Black In Earphones with microphone,id
jadi beli toko karena barang hilang kurir,negatif,JBL TUNE 115 True Wireless,id
gokil sih peking kelas ofisial cuman modal bubble tipis sampe rumah penyok semua box pdhl buat taruh etalase toko,negatif,JBL T110 Blue In Earphones with microphone,id
salah beli responnya kurang cepat anda responnya cepat batal kalau saya pesan cocok type punya saya,negatif,(Free combo items) Silicon Case JBL Wave Buds TWS,id
barang terlalu besar jatuh jatuh telinga suara biasa aja,negatif,JBL TUNE 115 True Wireless,id
alam buruk toko saya mes produk saya terima produk itu lepas beberapa potong bukti produk sebut guna,negatif,JBL Clip 4 - Ultra-portable Waterproof Speaker,id
bahan mudah pecah lebih awet c100si,negatif,JBL T110 Black In Earphones with microphone,id
kualitas barang sangat buruk suara kresek kresek sesal membelinyatapi sudah moga jadi berkat buat jual,negatif,JBL Flip 6 Portable Waterproof Speaker,id
ada 6 bulan udah rusak belah,negatif,JBL Tune 220 True Wireless - White,id
harap lebih hati hati silicon case nya tempat cas tutup pas tws nya jadi tidak bisa nutup total malah lihat kiwir kiwir begit,negatif,(Free combo items) Silicon Case JBL Wave Buds TWS,id
pecah suara,negatif,JBL C150SI Black In-Ear Earphone cable with Mic,id
kirim sangat lama lebih waktu janji kurir kurang cerdas kirim jam 11 malam kasih catat terima jam segitu mana ada,negatif,JBL T110 Red In Earphones with microphone,id
belah kiri sering lost connect tiba2 mati tiba2 nyambung nyaman banget buat dengar sangat ganggu,negatif,JBL Wave 200 True Wireless,id
1 suara vokal tipis whole merdu anker speaker saya lebih mentingin ayun vokal anker lebih mantap 2 design speaker jelek bukan outdoor,negatif,JBL Charge 5 - Portable Bluetooth Speaker,id
kelas official pekejingnya ada box earphone penyok bagaimana mo jual etalase kalo kyk bgini,negatif,JBL T110 Blue In Earphones with microphone,id
bisa daftar garansi otp pernah masuk,negatif,JBL Go 3 Waterproof Bluetooth Speaker All Variant,id
masalah battery bisa tahan 4 jam kalah sama type jbl endurance,negatif,JBL Tune 125BT Wireless in-Ear Headphones,id
barang sesuai pesan nyata rusak tidak pakai sekarang proses claim garansi service center nya kecewa sich,negatif,JBL Reflect Flow - Teal,id
barang lihat usang baik bahan warna lihat stok lama,negatif,JBL Endurance Run Earphone Bluetooth - Red,id
toko speaker jual kosmetik beli speaker malah kosmetik,negatif,LANEIGE WATER SLEEPING MASK 70 ML [COMBO PACKAGE],id
satu rusak,negatif,JBL Xtreme 3 Portable Bluetooth Speaker,id
parah banget barang rusak bisa nyala sudah charge chat hari balas jangan beli ini nyesel duid hilang,negatif,JBL Tune 125BT Wireless in-Ear Headphones,id
pesan harus batal aju masih proses sesuai sk karna tidak teliti jadi maen kirim aja,negatif,JBL Go 3 Waterproof Bluetooth Speaker All Variant,id
earphone baru buka coba belah kiri bermasalahsuara sering kecil hilang minta toko jbl komplain,negatif,JBL T110 Black In Earphones with microphone,id
kirim barang rusak mati total solusi cuman suruh service center senen awal bilang jbl dekat trus ud ke mkg jbl bantu sama skali niti,negatif,JBL Flip 6 Portable Waterproof Speaker,id
pesan earphone wireless harga 500rb kirim wired earphone harga 100rb jual kutat alas ada video unboxing pdhl bisa bantu cek tim,negatif,JBL Wave 100 True Wireless,id
barang kirim rusak,negatif,JBL T110 Black In Earphones with microphone,id
product kualitas sangat buruksudah complain customer servicenya di kwitang charging case nya faulty nunggu 2 minggu kata ganti product baru,negatif,JBL Reflect Flow - Teal,id
pertama kali coba belah kanan bunyi gresek gresek padahal sambung device apa sambung audio sama suara gresek2 t,negatif,JBL Tune 230 Noise Cancelling True Wireless,id
suara cempreng,negatif,JBL T110 Black In Earphones with microphone,id
chat balas cepat wkt kirim hrs nya hari samamalah kirim 1 hari kmrn pdhal bayar nya same day mau cancel di boleh,negatif,JBL Wave 100 True Wireless,id
guna produk 3 bulan udah rusak aku kecewa padahal sengaja pilih jbl merk kenal kualitas merk jbl nyata belum bukti saatny,negatif,JBL Quantum 50 Headset gaming wired in-ear,id
kode sn tembus aplikasi jbl indonesia jadi ragu produk original bukan,negatif,JBL Go 3 Waterproof Bluetooth Speaker All Variant,id
mati belah,negatif,JBL C150SI Black In-Ear Earphone cable with Mic,id
karet ngelupas baru 2hari pakai,negatif,JBL Clip 4 - Ultra-portable Waterproof Speaker,id
biasa aja sih,negatif,[FREE GIFT COMBO HEMAT] ANGPAU JBL SPECIAL CHINESE NEW YEAR ISI 4,id
cukup kecewa layan opsi jual memghadapi komplain barang bermasalahnot recommended,negatif,JBL Wave 200 True Wireless,id
kualitas barang masalah jadi nyala suara twsnya belah kiri,negatif,JBL Wave 100 True Wireless,id
belanja lebih 25 juta kasih dus biar aman lah,negatif,JBL Flip 6 Portable Waterproof Speaker,id
baru beli kiri bunyi nya kecil banget jadi nya nipu beli,negatif,JBL T110 Red,id
mohon maaf kak produk eror apa gimana volume nya naik turun sendiri apa di tuker sayang banget produk jbl begini hadeh mohon konfirmasi produkn,negatif,JBL T110 Blue,id
sudah request batal ada salah alamat admin bilang urus nyata urus malah kirim langsung alamat salah memang terb,negatif,JBL C150SI - White,id
produk masalah terus terus buka menu siri lagu suka skip sendiri sudah coba earphone dan dongle memang dongle toko yang ber,negatif,JBL T110 White,id
pakai bluetooth issue nyambung bass kurang suara krispy noise cancelation bikin kecewa tidak teliti dl beli,negatif,JBL Tune 125BT Wireless in-Ear Headphones,id
baru 2 minggu hedset udah gabisa pake belah mau tebus garansi susah nya minta ampun,negatif,JBL Tune 225 True Wireless Ghost Edition,id
suara sangat buruk tidak jernih,negatif,JBL C150SI - Black,id
barangx original tau karena cepat lepas karet karetx,negatif,JBL Clip 4 - Ultra-portable Waterproof Speaker,id
baru berapa hari pakai langsung rusak ada suara sama sekali,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
barang sih bagus si jual kasi info jelasseris bisa connecting androidsaran mending beli langsung aja galeri resmi pada online,negatif,JBL Quantum 350 Wireless Gaming Headsets,id
waktu pertama beli sini ada masalah barang tapi buat beli dua barang nyata masalah lanjur klik selesai pesan barang sempat berfun,negatif,JBL Tune 115 BT - White,id
barang kropos 3 bulan pakai,negatif,JBL Quantum 400 Over-Ear Gaming Headset,id
1 order kamis 18 mei 2023 instangrab express cepat paket tiba next day jumat 19 mei 2023 coba jelas 2 beranda jbl jelas tera kira2 35 m,negatif,JBL Bar 2.0 All In One 2 Channel Soundbar,id
baterei cuma tahan 1 jam bukan 10 jam spt deskripsi,negatif,JBL LIVE 200 BT - Black,id
kulitas barang ngecewakan bluetooth putusnyambung mrek aja bagus,negatif,JBL Go 2 - Red,id
biasa beli toko jbl barang awettapi beli sini barang berapa lama langsung rusak,negatif,JBL T110 Black,id
pesan instan kirim sangat lama,negatif,JBL Wave 100 True Wireless,id
barang hilang,negatif,JBL C150SI - Black,id
gampang rusak barang kaya stok lama jbl nya,negatif,JBL Clip 3 Portable Bluetooth Speaker - Yellow,id
lama kirim chat mau bales kualitas barang biasa aja harga 100 rb an lebih kualitas barang ada istimewa sesal,negatif,JBL T110 Blue,id
barang terima kondisi rusak di klaim kirim ulang barang baru terima kondisi rusak proses klaim barang sangat lama minggu ti,negatif,JBL LIVE 200 BT - Black,id
barang terima,negatif,JBL Tune 500 - Black,id
tiap cover deh tutup selalu bunyi denging keras jadi cari posisi pas nutup dua earpiece walaupun deh masuk dalam casingnya teta,negatif,JBL Tour Pro Plus True Wireless,id
barang nyampe bisa pakai sama sekali padahal di retur yang baru tetep bisa pakai parah sih,negatif,JBL Tune 115 BT - White,id
kastamer raja paham kualitas produk jbl layan admin regulasi kalian flexible salah beli tipe mau demgam noise cancellin,negatif,JBL Tune 510 BT,id
kirim sesuai deskripsi pesan,negatif,JBL Go 3 Waterproof Bluetooth Speaker All Variant,id
produkknya bagus cuma saran jbl kalo nyari pegawai utama bagi jadi admin wajib tahu bagamana sepesifikasi barang jbl ada ngomong itu nyata,negatif,JBL Quantum 350 Wireless Gaming Headsets,id
respon lamban admin bisa selesai masalah,negatif,JBL Clip 4 - Ultra-portable Waterproof Speaker,id
aku oder seri bluetoth yang kirim seri kabel,negatif,JBL Tune 510 BT,id
barang rusak jual parah barang pertama kirim mati komplain tukar barang lagi barang di kirim bisa di charge produk biasa,negatif,JBL LIVE 200 BT - Black,id
udah charge 1 jam lebih mau hidup barang rusak kami terima,negatif,JBL LIVE 200 BT - Black,id
beli barang murah harga 2 juta sini dus asli rusak ter injak injak packing betul betul asal asal pakai plastik padahal jelas barang,negatif,JBL Tune 760 Noise Cancelling,id
kirim lama pesan pake next day pagi barang baru kasih kurir besok apa guna dong pake next day cs lama jawab tidak harga lebih,negatif,JBL Flip 6 Portable Waterproof Speaker,id
suara kecil parah pasang hp laptop suara nyaris tak dengar meski volume 100 nyesel beli merek,negatif,JBL C150SI - Black,id
gabisa nyala pas mau dituker pakai fasilitas kurir malah tolak,negatif,JBL Tune 115 BT - White,id
suara kiri yang kanan ada suara,negatif,JBL Quantum 50 Headset gaming wired in-ear,id
produk masalah bisa guna admin kurang informatif solutif 2023 2 kali beli produk jbl berturut2 gagal kualitas drop skrg,negatif,JBL Tune 115 BT - Teal,id
barang sudah ada toko offline barang lama beli nyari headphone warna merah awal yakin karna official store jbl yang kasih gift info k,negatif,JBL Live 400 BT - Red,id
bisa connect hp seperti tombol onoff nya rusak harus laporgaransi ya mohon saran,negatif,JBL Tune 115 BT - White,id
barang garansi alas belit belit ujung2nya ganti tidak gentleman,negatif,JBL Go 2,id
kecewa sama jbl store masa kirim rusak gin batre baru dipake 2 menit udah habis,negatif,JBL Tune 115 BT - Coral,id
sudah 2x transaksi toko kecewa sudah trx pertama pesan one day service barang datang esok hari di trx ke2 hubung biasa,negatif,JBL Go 2,id
barang datang kondisi cacat 1 dapat nyala 2 saat charge indikator nyala 3 packaging amburadul 4 saat komplain tidak bi,negatif,JBL LIVE 200 BT - Black,id
respon kirim lama bayar kirim instan responnya lama jadi asa pke ongkir gratis order dua kali saya alami yang sama payahhhhh t,negatif,JBL Tune 115 BT - Teal,id
treble terlalu nyaring bikin sakit telinga bass ada sama sekali handsfree abang2 pasar malam harga 30rb jauh lebih bagus kualitas suara handsree 100r,negatif,JBL T110 Blue,id
kualitas barang jelek suara,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
seluruh customer kalian berhatihati ada promo toko official mana jebak beli promo buy 1 get 2 semua hanya kecewa cu,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
baterai full 100 pakai sampai 30menit habiss contact cust service ad tanggap balas,negatif,JBL Tune 115 BT - White,id
mau nyala bisa tukar,negatif,JBL Tune 115 BT - White,id
bagaimana baru beberapa bulan beli rusak garansi tidak,negatif,JBL Go 2 - Black,id
minggu pake putus guna normal ditarus tas biasa,negatif,JBL C150SI - Black,id
headset murah kualitas 25rb,negatif,JBL C150SI - Black,id
barang terima periksa tes isi form garansinomor kartu garansi lalu website via scanbarcode tidak temu nomor garansi di do,negatif,JBL T110 Black,id
karet lap ujung hooknya jebol kualitas suara standart harga segitu koneksi gadget bagus kirim masalah,negatif,JBL Endurance Dive - Teal,id
sumpah allah headset belah mati,negatif,JBL C150SI - White,id
kurir kurang tanggung jawab,negatif,JBL T110 Red,id
jangan jualbeli produk rusak nama baik kualitas jbl model hanya buang buang uang bisa pakai kabel sangat tipis mudah rusak sudah klaim,negatif,JBL Endurance Sprint - Teal,id
sangat kecewa jbl buruk jbl terima komplain jbl layan sangat buruk kualitas layan customer sangat buruk order warna hitam orange t,negatif,JBL Clip 4 - Ultra-portable Waterproof Speaker,id
beli pas luar kota jadi baru unboxing pas tes kendala suara kresek2 tersendat2 klo kendala bbrpa bulan pakai sih oke2 aja lah baru unboxing udah,negatif,JBL Flip 6 Portable Waterproof Speaker,id
barang belah kanan rusak komplain nya jawab enak bisa aja jgn beli produk jbl,negatif,JBL Endurance Peak 2 True Wireless,id
karet getas mungkin terlalu lama simpan pertama kali charge tutup karet patah,negatif,JBL Clip 3 Portable Bluetooth Speaker,id
bassnya rasa,negatif,JBL T110 Blue,id
belah kiri sering disconect nomor serial daftar deh ims,negatif,JBL Tune 230 Noise Cancelling True Wireless,id
halo pesan same day sampai sekarang sampe kalau gitu saya minta tanggung jawab tidak kena biaya same day yang regular,negatif,JBL Go 3 Waterproof Bluetooth Speaker All Variant,id
pesan pernah,negatif,JBL T110 Black,id
kurir parah status terima padahal barang sampai lapor tokopedia tidak solusi andal lapor kurir beli platinum,negatif,JBL T110 Black,id
poster nya cantum diskon angpau tambah hadiah gratis jbl endurance sudah checkout barang jbl endurance nya ada bohong iklan,negatif,JBL Flip 6 Portable Waterproof Speaker,id
harga 200rban bass nya jelek kecewa,negatif,JBL Tune 115 BT - White,id
headphonenya mudah kelupas padahal baru 5 hari datang jual solutif nyata dicover insurance,negatif,JBL Live 400 BT - Green,id
kali belanja toko pasti selalu masalah padahal official store jauh beda belanja toko bukan official store layan beri justr,negatif,JBL T110 Black,id
barang kirim tidak batal susah beli kalau ganti pesan mungkin evaluasi,negatif,JBL Go 3 Waterproof Bluetooth Speaker All Variant,id
pesan apa kirim apa earphone woiii bukan speakerrr,negatif,JBL C150SI - Black,id
ceper ada bass sama sekali,negatif,JBL T110 Black,id
barang bagus cuman prlayanan buruk banget kirim lama banget langsung proses nunggu dulu si admin check stock pas mau cancle baru langsung kirim barang,negatif,JBL T110 Blue,id
tanggal 2 barang tanggal 6 udah mati belah sangat kecewa barang tidak tahan lama,negatif,JBL T110 Black,id
barang sesuai kurir kirim lama sekali,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
benar2 kecewa kirain belanja diofficial store tapi justru balik udah kirim sesuai estimasi barang kirim beda warna sesuai deng,negatif,JBL Go 2,id
jangan beli toko dan produk sangat kecewa produk barang lama rusak kulit earpadnya aus jadi baru keluar box sudah meng,negatif,JBL E65NC BT - White,id
beli barang sejak november awal ada trouble kemarin tiba2 speaker kuping kiri masalah muncul suara pas cek kabel getas2 patah2,negatif,JBL T110 Black,id
suara gampang hilang2,negatif,JBL T110 Blue,id
speaker fungsi baik mic kecil sekali tangkap suara,negatif,JBL T110 White,id
kirim super lama sumpah pesan tgl 13 desember rumah tgl 19 desember padahal pake estimasi besok tiba respon toko karna kompla,negatif,JBL Tune 115 BT - White,id
barang rusak nyala belah garansi guna,negatif,JBL T110 Black,id
liat review nya complaint kulit busa semua mmg kulit bungkus busa kualitas abal abal sih masa dikeluarin kotak aja langsung kelupas blehhh qua,negatif,JBL Live 400 BT - Green,id
seperti harap,negatif,JBL T110 Blue,id
headset tidak nyala pihak jual bilang versi bluetooth headset hp beda awal minta pasti versi bluetooth hp samalebih tinggi,negatif,JBL Tune 115 BT - White,id
gulung kabel headset beranta udah kayak benang kusut kualitas audio biasa dulu pernah beli tipe sama suara bassnya jauh lebih mantap high nya smooth apa,negatif,JBL T110 Black,id
ntah kasih barang bagus salah kurir antar jelas speaker terima ini dalam kocak saya komplain malah bilang salah ku,negatif,JBL Charge 4,id
barang pernah selesai jadi,negatif,JBL Tune 500 - Black,id
apesdapet barang mati total amsyoong,negatif,JBL LIVE 200 BT - Black,id
barang kunjung ekspedisi anteraja masalah sangat kecewa,negatif,JBL Tune 115 BT - Black,id
kualitas barang jelek kabel kelupas guna baru benerapa hari,negatif,JBL Reflect Aware,id
jenis jual care dng konsumen tidak ada chat2 sini mau batal malah kirim,negatif,JBL Wave 200 True Wireless,id
barang kirim dana kembali beli proses nya lama saya tahu barang kirim ada foto barang saya terima,negatif,JBL C150SI - Black,id
pakai beberapa hari tws bagi kiri mau ngisi baterai gimana sih iniiii,negatif,JBL Wave 100 True Wireless,id
pertama kali kirim barang defect kabel sangat rapuh digeserberputar sedikit langsung robek minta ganti kirim ganti sama buka,negatif,JBL Endurance Jump - Teal,id
baru 1 minggu pakai sekarang di charge kedap kedip lampu indikator nyala tidak hubung jual malah dilempar2 claimnya padahal,negatif,JBL Tune 115 BT - Coral,id
suara ngebas sama sekali kualitas jelek,negatif,JBL C150SI - White,id
suara nya mendem,negatif,JBL Clip 4 - Ultra-portable Waterproof Speaker,id
koneksi bluetooth sering putus2 kualitas suarax sangat keciil,negatif,JBL Wave 100 True Wireless,id
soundnya masalah baru pake minggu pakai normal kabel dong ngelupas trus pecah pecah worth jadi nya harga segitu sedih next baca review aku notice yang r,negatif,JBL Reflect Contour 2 - White,id
kacau banget baru dipake 3x udh rusak mic fungsi unit bisa dioff keluar suara kresekkresek terus terus gimana cara klaim garansi,negatif,JBL Endurance Run BT - Red,id
speaker belah suara kecil mau claim garansi bisa web,negatif,JBL Tune 115 BT - Blue,id
please jangan pake anter aja karena jelek buanget,negatif,JBL Live 400 BT - Green,id
beli tanggal 20 september terima tanggal 22 september tanggal 23 charge bisa lalu tanggal 24 pakai tiba2 mati charge saya kira bat,negatif,JBL Tune 115 BT - Coral,id
barang nyampe uang kok,negatif,JBL Tune 225 True Wireless Ghost Edition,id
pesan tanggal 14 guna sameday kirim tanggal 15 sampai tanggal 16 kirim sangat lama mending make gratis ongkir aja barang sampai sama aja,negatif,JBL T110 Black,id
parah sih suara cuma belah kanan kiri keluar suara mic tidak fungsi retur sih udah kirim barang sama rusak dibalikin dong pake,negatif,JBL C150SI - Red,id
sangat kecewa parah kualitas barang satu tahun pakai jadi masalah suka mati sendiri mau nyala hingga batrai bocor pi,negatif,JBL Endurance Run BT - Red,id
bayar ongkir same day 6 sd 8 jam harus nyampe juga terang penjualtp barang nyampe nya besok sore nya lebih 24 jamkita pake kirim same day bia,negatif,JBL Quantum 50 Headset gaming wired in-ear,id
3 hari guna masalah suara salah satu terkadang keras terkadang pelan sangat ganggu,negatif,JBL T110 Black,id
barang bagus baru pokok kualitas jbl usah ragu lah yang sesal sini kualitas adminnya ada respon bantu padhal sud,negatif,JBL Quantum 50 Headset gaming wired in-ear,id
mahal kualitas jelek baru hari pakai kabel kupas kemudian tombol powernya bisa pencet jadi headset cuma tahan 2 hari deh,negatif,JBL Reflect Fit - Blue,id
pagi pake malam masalah,negatif,JBL Flip 5 - Blue,id
mau returr barang cacat,negatif,JBL Go 2 - Navy,id
tutup case ear gesek paired trouble suara di timbul terputus2 warranty jual ada stempel apa tunjuk garansi layan sanga,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
baru sempet buka keluar kota baru buka astaga nyata kondisi begini ud bisaminta return,negatif,JBL E65NC BT - White,id
barang dibelibaru pakai 3 hari cacat kelupas spt barang lama jual lepas tangan tanggung jawab,negatif,JBL E65NC BT - White,id
headset nya fungsi belah kiri,negatif,JBL Wave 100 True Wireless,id
informasi produk bentang diassemble manufaktur mana,negatif,JBL C150SI - White,id
baru kali belanja barang refound ngirim barang pulau seberang jauh ekspedisi aneh jual respon,negatif,JBL Go 2,id
sayang sekali harga lumayan mahal ada aplikasi jbl nya,negatif,JBL Wave 100 True Wireless,id
baru pakai ada hari kabel kelupas sendiri insiden bagi ujung kanan kiri bagi tengah hari dua tombol heart rate lepas sndiri t,negatif,JBL Reflect Fit - Blue,id
bisa tukar,negatif,JBL Go 2 - Black,id
bentuk suara bagus kirim cepat pouchnya jadi bonus manis baru hari pakai normal selubung kabel bagi hubung,negatif,JBL Reflect Fit - Blue,id
paket belum sampee sampeee dichat gada bales koperatiffff bgttt ngebantu sama sekali komplain gd tindak batal komplain sudah chat tokpedc,negatif,JBL Go 2 - Black,id
barang rusak bluetooth headset rusak aktif,negatif,JBL Tune 115 BT - Coral,id
usah beli sini deh respon jual lama beli instant kirim 3 hari gilir minta cancel kirim buru2 bener2 jual amatir kapok beli sini kata offi,negatif,JBL Endurance Run BT - Black,id
suara pecah banyam noisenya bassnya asa mon maap kaya hedset 20rb an,negatif,JBL T110 Black,id
pakai rusak bawa sendiri service center kwitang kata barang ngabisin stok lama repot kecewa,negatif,JBL Reflect Fit - Teal,id
baru pake lari 1 kali langsung mati belah beli asuransi fuse tapi tercover worth it sama sekali super kecewa,negatif,JBL Endurance Run,id
earpiece nyala servis centre banyak warna biru rusak tidak di charge harus henti jual kalo ini janji ganti,negatif,JBL Endurance Peak 2 True Wireless,id
fungsi normal 2 hari slanjutnya r mati bisa konek,negatif,JBL Wave 100 True Wireless,id
barang terima fungsi sama sekalisdh charge 1 jam tetap tidak bisa nyala,negatif,JBL Everest 110 BT Google Assistant,id
kelola tokopedia layan burukinformasi toko sesat,negatif,JBL Endurance Run,id
3 minggu tidak fungsi belah,negatif,JBL T500 BT - Black,id
headphone bagi kanan klo gerak kepala dikit mati hidup udh gitu adminnya mau bantu urus ditnya apa terus2an lempar langsung service center admin bener2,negatif,AKG K52,id
kondisi earbud kiri mati total charge tidak yang kanan jbl store gandaria recommend claim garansi lagi tanya jual dulu solusi nya bagaimana barang baru t,negatif,[EXCLUSIVE LAUNCH] JBL Tune 115 True Wireless,id
harga berubah2 sekarang 400 nyesel dulu beli,negatif,JBL T450BT Headphone - Black,id
mending jangan deh,negatif,JBL Tune 500 - Black,id
baru pakai bulan mati belah right nya mana mahal harga nyesek rasa,negatif,JBL Wave 100 True Wireless,id
admin jelas nyambung tidak beri solusi,negatif,JBL Wave 100 True Wireless,id
